2019 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Please Note: These results are not final. Event:24310 Phase:PostElection Generated:2019-05-21T21:50:40 Cycle:b6ece63c-59a4-4b66-af5f-7bce769e872a Created:2019-05-21T21:49:17 Environment:PROD Site:CANBERRA Server:VTR01 Version:10.7.10.55954]
StateAb,DivisionID,DivisionNm,Ticket,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
QLD,158,Dawson,W,9998,0,Unapportioned,"Shooters, Fishers and Farmers",ASP,N,N,511,0,0,0,0,511
QLD,158,Dawson,X,0,33733,X Ticket Votes,,,N,N,9,0,0,0,0,9
QLD,158,Dawson,X,1,33587,"MOORE, Tony R",,,N,N,0,0,0,0,0,0
QLD,158,Dawson,X,2,33589,"MOORE, Cartia",,,N,N,0,0,0,0,0,0
QLD,158,Dawson,X,9998,0,Unapportioned,,,N,N,17,0,0,0,0,17
QLD,158,Dawson,Y,0,33732,Y Ticket Votes,Liberal Democrats,LDP,N,N,199,0,0,0,0,199
QLD,158,Dawson,Y,1,33593,"BUCKLEY, Gabe",Liberal Democrats,LDP,N,N,0,0,0,0,0,0
QLD,158,Dawson,Y,2,33594,"RUSSELL, Lloyd T J",Liberal Democrats,LDP,N,N,0,0,0,0,0,0
QLD,158,Dawson,Y,9998,0,Unapportioned,Liberal Democrats,LDP,N,N,258,0,0,0,0,258
QLD,158,Dawson,Z,0,33717,Z Ticket Votes,Citizens Electoral Council,CEC,N,N,15,0,0,0,0,15
QLD,158,Dawson,Z,1,32184,"PUKALLUS, Jan",Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
QLD,158,Dawson,Z,2,32185,"HOPE, Danny",Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
QLD,158,Dawson,Z,9998,0,Unapportioned,Citizens Electoral Council,CEC,N,N,35,0,0,0,0,35
QLD,158,Dawson,UG,1,33663,"LO-DEAN, Debby",Independent,IND,N,N,4,0,0,0,0,4
QLD,158,Dawson,UG,2,33079,"SHARPE, Gary Robert",Independent,IND,N,N,0,0,0,0,0,0
QLD,158,Dawson,UG,3,32092,"LARCOMBE, Paul",Independent,IND,N,N,2,0,0,0,0,2
QLD,158,Dawson,UG,4,33077,"HASLER, Jane",Independent,IND,N,N,1,0,0,0,0,1
QLD,158,Dawson,UG,5,32081,"WOODWARD, John",Independent,IND,N,N,0,0,0,0,0,0
QLD,158,Dawson,UG,6,33552,"McARTHUR-WILLIAMS, Nicholas",Independent,IND,N,N,2,0,0,0,0,2
QLD,158,Dawson,UG,7,33344,"GHULAM, Hassan",Independent,IND,N,N,0,0,0,0,0,0
QLD,158,Dawson,UG,8,33082,"WHARTON, Wayne",Independent,IND,N,N,1,0,0,0,0,1
QLD,158,Dawson,UG,9,33631,"MURPHY, Amanda",Independent,IND,N,N,2,0,0,0,0,2
QLD,158,Dawson,UG,10,33116,"STEVENSON, Paul Joseph",The Australian Mental Health Party,AMHP,N,N,5,0,0,0,0,5
QLD,252,Dickson,A,0,33736,A Ticket Votes,Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
QLD,252,Dickson,A,1,33597,"HEALY, Graham",Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
QLD,252,Dickson,A,2,33598,"HENAWAY, Lionel",Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
QLD,252,Dickson,A,9998,0,Unapportioned,Rise Up Australia Party,RUA,N,N,262,0,0,0,0,262
QLD,252,Dickson,B,0,33724,B Ticket Votes,Pauline Hanson's One Nation,ON,N,N,0,0,0,0,0,0
QLD,252,Dickson,B,1,32537,"ROBERTS, Malcolm",Pauline Hanson's One Nation,ON,N,N,0,0,0,0,0,0
QLD,252,Dickson,B,2,32538,"DICKSON, Steve",Pauline Hanson's One Nation,ON,N,N,0,0,0,0,0,0
QLD,252,Dickson,B,9998,0,Unapportioned,Pauline Hanson's One Nation,ON,N,N,2965,0,0,0,0,2965
QLD,252,Dickson,C,0,33726,C Ticket Votes,United Australia Party,UAPP,N,N,0,0,0,0,0,0
QLD,252,Dickson,C,1,32759,"PALMER, Clive",United Australia Party,UAPP,N,N,0,0,0,0,0,0
QLD,252,Dickson,C,2,32764,"BREWSTER, Martin David",United Australia Party,UAPP,N,N,0,0,0,0,0,0
QLD,252,Dickson,C,3,32767,"BATZKE, Yodie",United Australia Party,UAPP,N,N,0,0,0,0,0,0
QLD,252,Dickson,C,9998,0,Unapportioned,United Australia Party,UAPP,N,N,1128,0,0,0,0,1128
QLD,252,Dickson,D,0,33729,D Ticket Votes,Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,252,Dickson,D,1,33196,"SCARR, Paul",Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,252,Dickson,D,2,33204,"MCDONALD, Susan",Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,252,Dickson,D,3,33213,"RENNICK, Gerard",Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,252,Dickson,D,4,33219,"MACDONALD, Ian",Liberal National Party of Queensland,LNP,N,Y,0,0,0,0,0,0
QLD,252,Dickson,D,5,33223,"CAMM, Amanda",Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,252,Dickson,D,6,33230,"TOBIN, Nicole",Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,252,Dickson,D,9998,0,Unapportioned,Liberal National Party of Queensland,LNP,N,N,20820,0,0,0,0,20820
QLD,252,Dickson,E,0,33716,E Ticket Votes,Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,0,0,0,0,0,0
QLD,252,Dickson,E,1,32188,"LAHN, Allona",Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,0,0,0,0,0,0
QLD,252,Dickson,E,2,32189,"ROWE, Adam",Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,0,0,0,0,0,0
QLD,252,Dickson,E,9998,0,Unapportioned,Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,134,0,0,0,0,134
QLD,252,Dickson,F,0,33718,F Ticket Votes,Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,0,0,0,0,0,0
QLD,252,Dickson,F,1,32331,"BULLEN, Kris",Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,0,0,0,0,0,0
QLD,252,Dickson,F,2,32349,"STEVENSON, Robyn Lesley",Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,0,0,0,0,0,0
QLD,252,Dickson,F,9998,0,Unapportioned,Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,212,0,0,0,0,212
QLD,252,Dickson,G,0,33719,G Ticket Votes,Animal Justice Party,AJP,N,N,0,0,0,0,0,0
QLD,252,Dickson,G,1,32357,"KELLY, Karagh-Mae",Animal Justice Party,AJP,N,N,0,0,0,0,0,0
QLD,252,Dickson,G,2,32361,"COUTTS, Leah Marie",Animal Justice Party,AJP,N,N,0,0,0,0,0,0
QLD,252,Dickson,G,3,32367,"HARDY, Belinda",Animal Justice Party,AJP,N,N,0,0,0,0,0,0
QLD,252,Dickson,G,9998,0,Unapportioned,Animal Justice Party,AJP,N,N,750,0,0,0,0,750
QLD,252,Dickson,H,0,33725,H Ticket Votes,The Greens,GRN,N,N,0,0,0,0,0,0
QLD,252,Dickson,H,1,33056,"WATERS, Larissa",The Greens,GRN,N,Y,0,0,0,0,0,0
QLD,252,Dickson,H,2,33061,"SIDHU, Navdeep Singh",The Greens,GRN,N,N,0,0,0,0,0,0
QLD,252,Dickson,H,3,33064,"KLOOT, Johanna",The Greens,GRN,N,N,0,0,0,0,0,0
QLD,252,Dickson,H,4,33066,"ELLIS, Raelene",The Greens,GRN,N,N,0,0,0,0,0,0
QLD,252,Dickson,H,5,33068,"BERTRAM, Miranda",The Greens,GRN,N,N,0,0,0,0,0,0
QLD,252,Dickson,H,6,33070,"KENNEDY, Kirsten",The Greens,GRN,N,N,0,0,0,0,0,0
QLD,252,Dickson,H,9998,0,Unapportioned,The Greens,GRN,N,N,6443,0,0,0,0,6443
QLD,252,Dickson,I,0,33734,I Ticket Votes,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
QLD,252,Dickson,I,1,33603,"ANNING, Fraser",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,Y,0,0,0,0,0,0
QLD,252,Dickson,I,2,33607,"TAYLOR, Paul Arthur Simon",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
QLD,252,Dickson,I,3,33613,"ABSOLON, Mark",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
QLD,252,Dickson,I,4,33614,"SANDFORD, Nancy Louise",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
QLD,252,Dickson,I,5,33615,"CAMERON, Brad",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
QLD,252,Dickson,I,9998,0,Unapportioned,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,487,0,0,0,0,487
QLD,252,Dickson,J,0,33722,J Ticket Votes,Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,252,Dickson,J,1,33041,"GREEN, Nita",Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,252,Dickson,J,2,33044,"KETTER, Chris",Australian Labor Party,ALP,N,Y,0,0,0,0,0,0
QLD,252,Dickson,J,3,33046,"GILBERT, Frank",Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,252,Dickson,J,4,33047,"MAJOR, Tania",Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,252,Dickson,J,5,33048,"SCHINNERL, Stacey",Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,252,Dickson,J,6,33052,"WARRY, Christina",Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,252,Dickson,J,9998,0,Unapportioned,Australian Labor Party,ALP,N,N,13520,0,0,0,0,13520
QLD,252,Dickson,K,0,33741,K Ticket Votes,Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
QLD,252,Dickson,K,1,33638,"LEWIS, Andrew",Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
QLD,252,Dickson,K,2,33641,"LOKKERS, Cornel",Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
QLD,252,Dickson,K,3,33642,"PEAD, Gary",Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
QLD,252,Dickson,K,9998,0,Unapportioned,Independents For Climate Action Now,ICAN,N,N,231,0,0,0,0,231
QLD,252,Dickson,L,0,33739,L Ticket Votes,Australian Workers Party,AWP,N,N,0,0,0,0,0,0
QLD,252,Dickson,L,1,33628,"BRADLEY, Gregory John",Australian Workers Party,AWP,N,N,0,0,0,0,0,0
QLD,252,Dickson,L,2,33633,"WELLSTEAD, Kathleen",Australian Workers Party,AWP,N,N,0,0,0,0,0,0
QLD,252,Dickson,L,9998,0,Unapportioned,Australian Workers Party,AWP,N,N,144,0,0,0,0,144
QLD,252,Dickson,M,0,33738,M Ticket Votes,Australian Better Families,ABFA,N,N,0,0,0,0,0,0
QLD,252,Dickson,M,1,33562,"CAULFIELD, Darren",Australian Better Families,ABFA,N,N,0,0,0,0,0,0
QLD,252,Dickson,M,2,33565,"FINCH, Adam",Australian Better Families,ABFA,N,N,0,0,0,0,0,0
QLD,252,Dickson,M,3,33569,"FOX, Rod",Australian Better Families,ABFA,N,N,0,0,0,0,0,0
QLD,252,Dickson,M,9998,0,Unapportioned,Australian Better Families,ABFA,N,N,245,0,0,0,0,245
QLD,252,Dickson,N,0,33727,N Ticket Votes,Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,0,0,0,0,0,0
QLD,252,Dickson,N,1,33133,"JIGGENS, John",Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,0,0,0,0,0,0
QLD,252,Dickson,N,2,33143,"JORDAN, Frank",Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,0,0,0,0,0,0
QLD,252,Dickson,N,9998,0,Unapportioned,Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,971,0,0,0,0,971
QLD,252,Dickson,O,0,33720,O Ticket Votes,Australian Conservatives,ACP,N,N,0,0,0,0,0,0
QLD,252,Dickson,O,1,32374,"SHELTON, Lyle",Australian Conservatives,ACP,N,N,0,0,0,0,0,0
QLD,252,Dickson,O,2,32376,"LINDGREN, Joanna",Australian Conservatives,ACP,N,N,0,0,0,0,0,0
QLD,252,Dickson,O,3,32383,"HORAN, Kate",Australian Conservatives,ACP,N,N,0,0,0,0,0,0
QLD,252,Dickson,O,9998,0,Unapportioned,Australian Conservatives,ACP,N,N,511,0,0,0,0,511
QLD,252,Dickson,P,0,33731,P Ticket Votes,Labour DLP,DLP,N,N,0,0,0,0,0,0
QLD,252,Dickson,P,1,33283,"TEMPLE, Lindsay",Labour DLP,DLP,N,N,0,0,0,0,0,0
QLD,252,Dickson,P,2,33291,"VINCENT, Sheila Susan",Labour DLP,DLP,N,N,0,0,0,0,0,0
QLD,252,Dickson,P,9998,0,Unapportioned,Labour DLP,DLP,N,N,445,0,0,0,0,445
QLD,252,Dickson,Q,0,33721,Q Ticket Votes,Katter's Australian Party (KAP),KAP,N,N,0,0,0,0,0,0
QLD,252,Dickson,Q,1,32539,"MARRIOTT, Joy",Katter's Australian Party (KAP),KAP,N,N,0,0,0,0,0,0
QLD,252,Dickson,Q,2,32541,"WALLACE, Gregory John",Katter's Australian Party (KAP),KAP,N,N,0,0,0,0,0,0
QLD,252,Dickson,Q,3,32543,"WEBB, Alan",Katter's Australian Party (KAP),KAP,N,N,0,0,0,0,0,0
QLD,252,Dickson,Q,9998,0,Unapportioned,Katter's Australian Party (KAP),KAP,N,N,281,0,0,0,0,281
QLD,252,Dickson,R,0,33735,R Ticket Votes,,,N,N,0,0,0,0,0,0
QLD,252,Dickson,R,1,33624,"JOHNSTON, Hetty",,,N,N,0,0,0,0,0,0
QLD,252,Dickson,R,2,33625,"MUREAU, Sue",,,N,N,0,0,0,0,0,0
QLD,252,Dickson,R,9998,0,Unapportioned,,,N,N,281,0,0,0,0,281
QLD,252,Dickson,S,0,33740,S Ticket Votes,The Great Australian Party,GAP,N,N,0,0,0,0,0,0
QLD,252,Dickson,S,1,33623,"MARTIN, Arjay Rase",The Great Australian Party,GAP,N,N,0,0,0,0,0,0
QLD,252,Dickson,S,2,33626,"MOOHIN, Tania",The Great Australian Party,GAP,N,N,0,0,0,0,0,0
QLD,252,Dickson,S,9998,0,Unapportioned,The Great Australian Party,GAP,N,N,73,0,0,0,0,73
QLD,252,Dickson,T,0,33737,T Ticket Votes,Pirate Party,PIR,N,N,0,0,0,0,0,0
QLD,252,Dickson,T,1,33577,"SELIC, Brandon",Pirate Party,PIR,N,N,0,0,0,0,0,0
QLD,252,Dickson,T,2,33579,"WHITICKER, Miles",Pirate Party,PIR,N,N,0,0,0,0,0,0
QLD,252,Dickson,T,9998,0,Unapportioned,Pirate Party,PIR,N,N,293,0,0,0,0,293
QLD,252,Dickson,U,0,33723,U Ticket Votes,Sustainable Australia,SPP,N,N,0,0,0,0,0,0
QLD,252,Dickson,U,1,32974,"MURRAY, Cameron",Sustainable Australia,SPP,N,N,0,0,0,0,0,0
QLD,252,Dickson,U,2,32977,"SIMPSON, Chris",Sustainable Australia,SPP,N,N,0,0,0,0,0,0
QLD,252,Dickson,U,9998,0,Unapportioned,Sustainable Australia,SPP,N,N,148,0,0,0,0,148
QLD,252,Dickson,V,0,33728,V Ticket Votes,Love Australia or Leave,LAOL,N,N,0,0,0,0,0,0
QLD,252,Dickson,V,1,33157,"VUGA, Kim",Love Australia or Leave,LAOL,N,N,0,0,0,0,0,0
QLD,252,Dickson,V,2,33168,"WYATT, Gavin Albert",Love Australia or Leave,LAOL,N,N,0,0,0,0,0,0
QLD,252,Dickson,V,9998,0,Unapportioned,Love Australia or Leave,LAOL,N,N,170,0,0,0,0,170
QLD,252,Dickson,W,0,33730,W Ticket Votes,"Shooters, Fishers and Farmers",ASP,N,N,0,0,0,0,0,0
QLD,252,Dickson,W,1,33243,"HODGES, Jeff","Shooters, Fishers and Farmers",ASP,N,N,0,0,0,0,0,0
QLD,252,Dickson,W,2,33263,"POPE, Andrew","Shooters, Fishers and Farmers",ASP,N,N,0,0,0,0,0,0
QLD,252,Dickson,W,9998,0,Unapportioned,"Shooters, Fishers and Farmers",ASP,N,N,421,0,0,0,0,421
QLD,252,Dickson,X,0,33733,X Ticket Votes,,,N,N,0,0,0,0,0,0
QLD,252,Dickson,X,1,33587,"MOORE, Tony R",,,N,N,0,0,0,0,0,0
QLD,252,Dickson,X,2,33589,"MOORE, Cartia",,,N,N,0,0,0,0,0,0
QLD,252,Dickson,X,9998,0,Unapportioned,,,N,N,23,0,0,0,0,23
QLD,252,Dickson,Y,0,33732,Y Ticket Votes,Liberal Democrats,LDP,N,N,0,0,0,0,0,0
QLD,252,Dickson,Y,1,33593,"BUCKLEY, Gabe",Liberal Democrats,LDP,N,N,0,0,0,0,0,0
QLD,252,Dickson,Y,2,33594,"RUSSELL, Lloyd T J",Liberal Democrats,LDP,N,N,0,0,0,0,0,0
QLD,252,Dickson,Y,9998,0,Unapportioned,Liberal Democrats,LDP,N,N,358,0,0,0,0,358
QLD,252,Dickson,Z,0,33717,Z Ticket Votes,Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
QLD,252,Dickson,Z,1,32184,"PUKALLUS, Jan",Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
QLD,252,Dickson,Z,2,32185,"HOPE, Danny",Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
QLD,252,Dickson,Z,9998,0,Unapportioned,Citizens Electoral Council,CEC,N,N,41,0,0,0,0,41
QLD,252,Dickson,UG,1,33663,"LO-DEAN, Debby",Independent,IND,N,N,20,0,0,0,0,20
QLD,252,Dickson,UG,2,33079,"SHARPE, Gary Robert",Independent,IND,N,N,1,0,0,0,0,1
QLD,252,Dickson,UG,3,32092,"LARCOMBE, Paul",Independent,IND,N,N,16,0,0,0,0,16
QLD,252,Dickson,UG,4,33077,"HASLER, Jane",Independent,IND,N,N,5,0,0,0,0,5
QLD,252,Dickson,UG,5,32081,"WOODWARD, John",Independent,IND,N,N,2,0,0,0,0,2
QLD,252,Dickson,UG,6,33552,"McARTHUR-WILLIAMS, Nicholas",Independent,IND,N,N,9,0,0,0,0,9
QLD,252,Dickson,UG,7,33344,"GHULAM, Hassan",Independent,IND,N,N,3,0,0,0,0,3
QLD,252,Dickson,UG,8,33082,"WHARTON, Wayne",Independent,IND,N,N,6,0,0,0,0,6
QLD,252,Dickson,UG,9,33631,"MURPHY, Amanda",Independent,IND,N,N,3,0,0,0,0,3
QLD,252,Dickson,UG,10,33116,"STEVENSON, Paul Joseph",The Australian Mental Health Party,AMHP,N,N,17,0,0,0,0,17
QLD,159,Fadden,A,0,33736,A Ticket Votes,Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
QLD,159,Fadden,A,1,33597,"HEALY, Graham",Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
QLD,159,Fadden,A,2,33598,"HENAWAY, Lionel",Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
QLD,159,Fadden,A,9998,0,Unapportioned,Rise Up Australia Party,RUA,N,N,471,0,0,0,0,471
QLD,159,Fadden,B,0,33724,B Ticket Votes,Pauline Hanson's One Nation,ON,N,N,0,0,0,0,0,0
QLD,159,Fadden,B,1,32537,"ROBERTS, Malcolm",Pauline Hanson's One Nation,ON,N,N,0,0,0,0,0,0
QLD,159,Fadden,B,2,32538,"DICKSON, Steve",Pauline Hanson's One Nation,ON,N,N,0,0,0,0,0,0
QLD,159,Fadden,B,9998,0,Unapportioned,Pauline Hanson's One Nation,ON,N,N,6046,0,0,0,0,6046
QLD,159,Fadden,C,0,33726,C Ticket Votes,United Australia Party,UAPP,N,N,0,0,0,0,0,0
QLD,159,Fadden,C,1,32759,"PALMER, Clive",United Australia Party,UAPP,N,N,0,0,0,0,0,0
QLD,159,Fadden,C,2,32764,"BREWSTER, Martin David",United Australia Party,UAPP,N,N,0,0,0,0,0,0
QLD,159,Fadden,C,3,32767,"BATZKE, Yodie",United Australia Party,UAPP,N,N,0,0,0,0,0,0
QLD,159,Fadden,C,9998,0,Unapportioned,United Australia Party,UAPP,N,N,3120,0,0,0,0,3120
QLD,159,Fadden,D,0,33729,D Ticket Votes,Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,159,Fadden,D,1,33196,"SCARR, Paul",Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,159,Fadden,D,2,33204,"MCDONALD, Susan",Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,159,Fadden,D,3,33213,"RENNICK, Gerard",Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,159,Fadden,D,4,33219,"MACDONALD, Ian",Liberal National Party of Queensland,LNP,N,Y,0,0,0,0,0,0
QLD,159,Fadden,D,5,33223,"CAMM, Amanda",Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,159,Fadden,D,6,33230,"TOBIN, Nicole",Liberal National Party of Queensland,LNP,N,N,0,0,0,0,0,0
QLD,159,Fadden,D,9998,0,Unapportioned,Liberal National Party of Queensland,LNP,N,N,28662,0,0,0,0,28662
QLD,159,Fadden,E,0,33716,E Ticket Votes,Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,0,0,0,0,0,0
QLD,159,Fadden,E,1,32188,"LAHN, Allona",Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,0,0,0,0,0,0
QLD,159,Fadden,E,2,32189,"ROWE, Adam",Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,0,0,0,0,0,0
QLD,159,Fadden,E,9998,0,Unapportioned,Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,186,0,0,0,0,186
QLD,159,Fadden,F,0,33718,F Ticket Votes,Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,0,0,0,0,0,0
QLD,159,Fadden,F,1,32331,"BULLEN, Kris",Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,0,0,0,0,0,0
QLD,159,Fadden,F,2,32349,"STEVENSON, Robyn Lesley",Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,0,0,0,0,0,0
QLD,159,Fadden,F,9998,0,Unapportioned,Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,330,0,0,0,0,330
QLD,159,Fadden,G,0,33719,G Ticket Votes,Animal Justice Party,AJP,N,N,0,0,0,0,0,0
QLD,159,Fadden,G,1,32357,"KELLY, Karagh-Mae",Animal Justice Party,AJP,N,N,0,0,0,0,0,0
QLD,159,Fadden,G,2,32361,"COUTTS, Leah Marie",Animal Justice Party,AJP,N,N,0,0,0,0,0,0
QLD,159,Fadden,G,3,32367,"HARDY, Belinda",Animal Justice Party,AJP,N,N,0,0,0,0,0,0
QLD,159,Fadden,G,9998,0,Unapportioned,Animal Justice Party,AJP,N,N,955,0,0,0,0,955
QLD,159,Fadden,H,0,33725,H Ticket Votes,The Greens,GRN,N,N,0,0,0,0,0,0
QLD,159,Fadden,H,1,33056,"WATERS, Larissa",The Greens,GRN,N,Y,0,0,0,0,0,0
QLD,159,Fadden,H,2,33061,"SIDHU, Navdeep Singh",The Greens,GRN,N,N,0,0,0,0,0,0
QLD,159,Fadden,H,3,33064,"KLOOT, Johanna",The Greens,GRN,N,N,0,0,0,0,0,0
QLD,159,Fadden,H,4,33066,"ELLIS, Raelene",The Greens,GRN,N,N,0,0,0,0,0,0
QLD,159,Fadden,H,5,33068,"BERTRAM, Miranda",The Greens,GRN,N,N,0,0,0,0,0,0
QLD,159,Fadden,H,6,33070,"KENNEDY, Kirsten",The Greens,GRN,N,N,0,0,0,0,0,0
QLD,159,Fadden,H,9998,0,Unapportioned,The Greens,GRN,N,N,4712,0,0,0,0,4712
QLD,159,Fadden,I,0,33734,I Ticket Votes,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
QLD,159,Fadden,I,1,33603,"ANNING, Fraser",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,Y,0,0,0,0,0,0
QLD,159,Fadden,I,2,33607,"TAYLOR, Paul Arthur Simon",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
QLD,159,Fadden,I,3,33613,"ABSOLON, Mark",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
QLD,159,Fadden,I,4,33614,"SANDFORD, Nancy Louise",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
QLD,159,Fadden,I,5,33615,"CAMERON, Brad",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
QLD,159,Fadden,I,9998,0,Unapportioned,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,699,0,0,0,0,699
QLD,159,Fadden,J,0,33722,J Ticket Votes,Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,159,Fadden,J,1,33041,"GREEN, Nita",Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,159,Fadden,J,2,33044,"KETTER, Chris",Australian Labor Party,ALP,N,Y,0,0,0,0,0,0
QLD,159,Fadden,J,3,33046,"GILBERT, Frank",Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,159,Fadden,J,4,33047,"MAJOR, Tania",Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,159,Fadden,J,5,33048,"SCHINNERL, Stacey",Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,159,Fadden,J,6,33052,"WARRY, Christina",Australian Labor Party,ALP,N,N,0,0,0,0,0,0
QLD,159,Fadden,J,9998,0,Unapportioned,Australian Labor Party,ALP,N,N,12534,0,0,0,0,12534
QLD,159,Fadden,K,0,33741,K Ticket Votes,Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
QLD,159,Fadden,K,1,33638,"LEWIS, Andrew",Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
QLD,159,Fadden,K,2,33641,"LOKKERS, Cornel",Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
QLD,159,Fadden,K,3,33642,"PEAD, Gary",Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
QLD,159,Fadden,K,9998,0,Unapportioned,Independents For Climate Action Now,ICAN,N,N,214,0,0,0,0,214
QLD,159,Fadden,L,0,33739,L Ticket Votes,Australian Workers Party,AWP,N,N,0,0,0,0,0,0
QLD,159,Fadden,L,1,33628,"BRADLEY, Gregory John",Australian Workers Party,AWP,N,N,0,0,0,0,0,0
QLD,159,Fadden,L,2,33633,"WELLSTEAD, Kathleen",Australian Workers Party,AWP,N,N,0,0,0,0,0,0
QLD,159,Fadden,L,9998,0,Unapportioned,Australian Workers Party,AWP,N,N,156,0,0,0,0,156
QLD,159,Fadden,M,0,33738,M Ticket Votes,Australian Better Families,ABFA,N,N,0,0,0,0,0,0
QLD,159,Fadden,M,1,33562,"CAULFIELD, Darren",Australian Better Families,ABFA,N,N,0,0,0,0,0,0
QLD,159,Fadden,M,2,33565,"FINCH, Adam",Australian Better Families,ABFA,N,N,0,0,0,0,0,0
