2019 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Please Note: These results are not final. Event:24310 Phase:PostElection Generated:2019-05-21T21:50:40 Cycle:b6ece63c-59a4-4b66-af5f-7bce769e872a Created:2019-05-21T21:49:17 Environment:PROD Site:CANBERRA Server:VTR01 Version:10.7.10.55954]
StateAb,DivisionID,DivisionNm,Ticket,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
NSW,132,Mackellar,D,9998,0,Unapportioned,Liberal & Nationals,LPNP,N,N,30485,0,0,0,0,30485
NSW,132,Mackellar,E,0,33822,E Ticket Votes,Pirate Party,PIR,N,N,50,0,0,0,0,50
NSW,132,Mackellar,E,1,33544,"AUGUST, John",Pirate Party,PIR,N,N,0,0,0,0,0,0
NSW,132,Mackellar,E,2,33546,"JOYCE, Sara",Pirate Party,PIR,N,N,0,0,0,0,0,0
NSW,132,Mackellar,E,9998,0,Unapportioned,Pirate Party,PIR,N,N,212,0,0,0,0,212
NSW,132,Mackellar,F,0,33797,F Ticket Votes,Affordable Housing Party,AAHP,N,N,50,0,0,0,0,50
NSW,132,Mackellar,F,1,32180,"POTTS, Andrew",Affordable Housing Party,AAHP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,F,2,32182,"ZIEBELL, Anthony John",Affordable Housing Party,AAHP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,F,9998,0,Unapportioned,Affordable Housing Party,AAHP,N,N,184,0,0,0,0,184
NSW,132,Mackellar,G,0,33800,G Ticket Votes,The Greens,GRN,N,N,2154,0,0,0,0,2154
NSW,132,Mackellar,G,1,32442,"FARUQI, Mehreen",The Greens,GRN,N,Y,0,0,0,0,0,0
NSW,132,Mackellar,G,2,32448,"JACOBS, Rachael",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,G,3,32456,"STEER, Louise",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,G,4,32457,"CLARK, Philippa",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,G,5,32460,"CHIA, Roz",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,G,6,32462,"ELLSMORE, Sylvie",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,G,9998,0,Unapportioned,The Greens,GRN,N,N,7998,0,0,0,0,7998
NSW,132,Mackellar,H,0,33804,H Ticket Votes,"Shooters, Fishers and Farmers",ASP,N,N,227,0,0,0,0,227
NSW,132,Mackellar,H,1,32748,"COOKE, Brett","Shooters, Fishers and Farmers",ASP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,H,2,32755,"BORSAK, Wayne","Shooters, Fishers and Farmers",ASP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,H,9998,0,Unapportioned,"Shooters, Fishers and Farmers",ASP,N,N,552,0,0,0,0,552
NSW,132,Mackellar,I,0,33817,I Ticket Votes,Australian People's Party,APEP,N,N,24,0,0,0,0,24
NSW,132,Mackellar,I,1,33231,"GEORGANTIS, Steven",Australian People's Party,APEP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,I,2,33239,"TSANGARIS, Susan",Australian People's Party,APEP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,I,9998,0,Unapportioned,Australian People's Party,APEP,N,N,94,0,0,0,0,94
NSW,132,Mackellar,J,0,33815,J Ticket Votes,Labor/Country Labor,ALPC,N,N,3266,0,0,0,0,3266
NSW,132,Mackellar,J,1,33434,"SHELDON, Tony",Labor,ALP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,J,2,33439,"AYRES, Tim",Labor,ALP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,J,3,33441,"LI, Jason Yat-Sen",Labor,ALP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,J,4,33443,"PENGELLY, Simonne",Labor,ALP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,J,5,33447,"CHANDRALA, Aruna",Labor,ALP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,J,6,33472,"SHEAHAN, Charlie",Country Labor,CLR,N,N,0,0,0,0,0,0
NSW,132,Mackellar,J,9998,0,Unapportioned,Labor/Country Labor,ALPC,N,N,11535,0,0,0,0,11535
NSW,132,Mackellar,K,0,33803,K Ticket Votes,Socialist Alliance,SAL,N,N,10,0,0,0,0,10
NSW,132,Mackellar,K,1,32697,"PRICE, Susan",Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,132,Mackellar,K,2,32704,"McALEAR, Joel",Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,132,Mackellar,K,9998,0,Unapportioned,Socialist Alliance,SAL,N,N,45,0,0,0,0,45
NSW,132,Mackellar,L,0,33796,L Ticket Votes,The Together Party,TTP,N,N,14,0,0,0,0,14
NSW,132,Mackellar,L,1,32344,"SWIVEL, Mark",The Together Party,TTP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,L,2,32362,"KINKEAD, Belinda",The Together Party,TTP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,L,3,32378,"McDOWELL, Kate",The Together Party,TTP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,L,9998,0,Unapportioned,The Together Party,TTP,N,N,55,0,0,0,0,55
NSW,132,Mackellar,M,0,33789,M Ticket Votes,Australian Conservatives,ACP,N,N,80,0,0,0,0,80
NSW,132,Mackellar,M,1,32115,"YORK, Sophie",Australian Conservatives,ACP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,M,2,32119,"BOSI, Riccardo",Australian Conservatives,ACP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,M,9998,0,Unapportioned,Australian Conservatives,ACP,N,N,241,0,0,0,0,241
NSW,132,Mackellar,N,0,33818,N Ticket Votes,The Great Australian Party,GAP,N,N,13,0,0,0,0,13
NSW,132,Mackellar,N,1,33282,"HOPKINS, Matthew",The Great Australian Party,GAP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,N,2,33301,"BURGE, Karen",The Great Australian Party,GAP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,N,9998,0,Unapportioned,The Great Australian Party,GAP,N,N,52,0,0,0,0,52
NSW,132,Mackellar,O,0,33806,O Ticket Votes,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,37,0,0,0,0,37
NSW,132,Mackellar,O,1,32973,"THOMSON, Carolyn",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,O,2,32975,"YOUNG, Gary",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,O,3,32976,"SWANN, Paul",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,O,4,32978,"WHARTON, Ian",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,O,9998,0,Unapportioned,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,117,0,0,0,0,117
NSW,132,Mackellar,P,0,33816,P Ticket Votes,Christian Democratic Party (Fred Nile Group),CDP,N,N,145,0,0,0,0,145
NSW,132,Mackellar,P,1,33078,"NILE, Silvana",Christian Democratic Party (Fred Nile Group),CDP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,P,2,33083,"WRIGHT, Annie",Christian Democratic Party (Fred Nile Group),CDP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,P,9998,0,Unapportioned,Christian Democratic Party (Fred Nile Group),CDP,N,N,688,0,0,0,0,688
NSW,132,Mackellar,Q,0,33794,Q Ticket Votes,Independents For Climate Action Now,ICAN,N,N,236,0,0,0,0,236
NSW,132,Mackellar,Q,1,32154,"BOWER, Rod",Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,Q,2,32159,"TAIT, Jim",Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,Q,3,32162,"SCHNEIDER, Annette",Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,Q,9998,0,Unapportioned,Independents For Climate Action Now,ICAN,N,N,924,0,0,0,0,924
NSW,132,Mackellar,R,0,33808,R Ticket Votes,Liberal Democrats,LDP,N,N,446,0,0,0,0,446
NSW,132,Mackellar,R,1,32979,"SPENDER, Duncan",Liberal Democrats,LDP,N,Y,0,0,0,0,0,0
NSW,132,Mackellar,R,2,32980,"NEVILLE, Codie",Liberal Democrats,LDP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,R,9998,0,Unapportioned,Liberal Democrats,LDP,N,N,1252,0,0,0,0,1252
NSW,132,Mackellar,S,0,33791,S Ticket Votes,Pauline Hanson's One Nation,ON,N,N,370,0,0,0,0,370
NSW,132,Mackellar,S,1,32110,"McCULLOCH, Kate",Pauline Hanson's One Nation,ON,N,N,0,0,0,0,0,0
NSW,132,Mackellar,S,2,32111,"REED, Barry",Pauline Hanson's One Nation,ON,N,N,0,0,0,0,0,0
NSW,132,Mackellar,S,9998,0,Unapportioned,Pauline Hanson's One Nation,ON,N,N,977,0,0,0,0,977
NSW,132,Mackellar,T,0,33795,T Ticket Votes,The Women's Party,TWP,N,N,50,0,0,0,0,50
NSW,132,Mackellar,T,1,32136,"De VENDRE, Divvi",The Women's Party,TWP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,T,2,32138,"LLOYD, Penelope",The Women's Party,TWP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,T,9998,0,Unapportioned,The Women's Party,TWP,N,N,170,0,0,0,0,170
NSW,132,Mackellar,U,0,33810,U Ticket Votes,Seniors United Party of Australia,SUN,N,N,26,0,0,0,0,26
NSW,132,Mackellar,U,1,32984,"GERANTONIS, Paul",Seniors United Party of Australia,SUN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,U,2,32987,"DUCKER, Helen",Seniors United Party of Australia,SUN,N,N,0,0,0,0,0,0
NSW,132,Mackellar,U,9998,0,Unapportioned,Seniors United Party of Australia,SUN,N,N,75,0,0,0,0,75
NSW,132,Mackellar,V,0,33812,V Ticket Votes,Socialist Equality Party,SEP,N,N,2,0,0,0,0,2
NSW,132,Mackellar,V,1,33015,"PHILLIPS, Richard",Socialist Equality Party,SEP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,V,2,33017,"DAVIS, John",Socialist Equality Party,SEP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,V,9998,0,Unapportioned,Socialist Equality Party,SEP,N,N,24,0,0,0,0,24
NSW,132,Mackellar,W,0,33811,W Ticket Votes,Australian Workers Party,AWP,N,N,9,0,0,0,0,9
NSW,132,Mackellar,W,1,33000,"PTOLEMY, Mark",Australian Workers Party,AWP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,W,2,33005,"NGUYEN, Maria",Australian Workers Party,AWP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,W,9998,0,Unapportioned,Australian Workers Party,AWP,N,N,39,0,0,0,0,39
NSW,132,Mackellar,X,0,33814,X Ticket Votes,Australian Better Families,ABFA,N,N,20,0,0,0,0,20
NSW,132,Mackellar,X,1,33024,"DRURY, Jewell",Australian Better Families,ABFA,N,N,0,0,0,0,0,0
NSW,132,Mackellar,X,2,33039,"MOUJALLI, Peter",Australian Better Families,ABFA,N,N,0,0,0,0,0,0
NSW,132,Mackellar,X,9998,0,Unapportioned,Australian Better Families,ABFA,N,N,44,0,0,0,0,44
NSW,132,Mackellar,Y,0,33798,Y Ticket Votes,Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,141,0,0,0,0,141
NSW,132,Mackellar,Y,1,33312,"O'NEILL, Michael",Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,0,0,0,0,0,0
NSW,132,Mackellar,Y,2,33315,"BURNUM BURNUM, Marelle",Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,0,0,0,0,0,0
NSW,132,Mackellar,Y,9998,0,Unapportioned,Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,104,0,0,0,0,104
NSW,132,Mackellar,Z,0,33802,Z Ticket Votes,United Australia Party,UAPP,N,N,84,0,0,0,0,84
NSW,132,Mackellar,Z,1,32933,"BURSTON, Brian",United Australia Party,UAPP,N,Y,0,0,0,0,0,0
NSW,132,Mackellar,Z,2,32935,"BERNIER, Christine Pamela",United Australia Party,UAPP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,Z,3,32939,"MOORE, Wayne",United Australia Party,UAPP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,Z,9998,0,Unapportioned,United Australia Party,UAPP,N,N,578,0,0,0,0,578
NSW,132,Mackellar,AA,0,33819,AA Ticket Votes,Democratic Labour Party,DLP,N,N,86,0,0,0,0,86
NSW,132,Mackellar,AA,1,33424,"HANNA, Daniel John",Democratic Labour Party,DLP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AA,2,33427,"O'BRIEN, Benedict Raymond Thomas",Democratic Labour Party,DLP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AA,9998,0,Unapportioned,Democratic Labour Party,DLP,N,N,292,0,0,0,0,292
NSW,132,Mackellar,AB,0,33792,AB Ticket Votes,Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,40,0,0,0,0,40
NSW,132,Mackellar,AB,1,32123,"DEBENHAM, Nick",Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AB,2,32126,"FORSYTH, Guy",Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AB,9998,0,Unapportioned,Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,143,0,0,0,0,143
NSW,132,Mackellar,AC,0,33799,AC Ticket Votes,Animal Justice Party,AJP,N,N,198,0,0,0,0,198
NSW,132,Mackellar,AC,1,32897,"POLLARD, Angela",Animal Justice Party,AJP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AC,2,32905,"DELLO-IACOVO, Michael Armando",Animal Justice Party,AJP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AC,3,32913,"BELLENGER, Carol",Animal Justice Party,AJP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AC,9998,0,Unapportioned,Animal Justice Party,AJP,N,N,681,0,0,0,0,681
NSW,132,Mackellar,AD,0,33820,AD Ticket Votes,VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,19,0,0,0,0,19
NSW,132,Mackellar,AD,1,33401,"RUSHTON, Ben",VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AD,2,33405,"COTTERILL, Joanne",VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AD,9998,0,Unapportioned,VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,67,0,0,0,0,67
NSW,132,Mackellar,AE,0,33805,AE Ticket Votes,Science Party,FUT,N,N,43,0,0,0,0,43
NSW,132,Mackellar,AE,1,32777,"LEONG, Andrea",Science Party,FUT,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AE,2,32790,"SLAVICH, Eve",Science Party,FUT,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AE,3,32803,"FURNESS, Peter",Science Party,FUT,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AE,4,32816,"PARKER, Greg",Science Party,FUT,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AE,9998,0,Unapportioned,Science Party,FUT,N,N,249,0,0,0,0,249
NSW,132,Mackellar,AF,0,33793,AF Ticket Votes,Citizens Electoral Council,CEC,N,N,12,0,0,0,0,12
NSW,132,Mackellar,AF,1,32141,"LAWLER, Ann",Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AF,2,32142,"BUTLER, Robert",Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AF,9998,0,Unapportioned,Citizens Electoral Council,CEC,N,N,29,0,0,0,0,29
NSW,132,Mackellar,AG,0,33807,AG Ticket Votes,Sustainable Australia,SPP,N,N,211,0,0,0,0,211
NSW,132,Mackellar,AG,1,32971,"BOURKE, William",Sustainable Australia,SPP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AG,2,32972,"GRZIC, Warren",Sustainable Australia,SPP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AG,9998,0,Unapportioned,Sustainable Australia,SPP,N,N,652,0,0,0,0,652
NSW,132,Mackellar,AH,0,33801,AH Ticket Votes,Australian Democrats,AUD,N,N,33,0,0,0,0,33
NSW,132,Mackellar,AH,1,32662,"MAILLER, Pete",Australian Democrats,AUD,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AH,2,32673,"BUCKMAN, Chris",Australian Democrats,AUD,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AH,9998,0,Unapportioned,Australian Democrats,AUD,N,N,165,0,0,0,0,165
NSW,132,Mackellar,AI,0,33790,AI Ticket Votes,The Small Business Party,TSBP,N,N,54,0,0,0,0,54
NSW,132,Mackellar,AI,1,32112,"VITHOULKAS, Angela",The Small Business Party,TSBP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AI,2,32113,"DOUSKOU, Fiona",The Small Business Party,TSBP,N,N,0,0,0,0,0,0
NSW,132,Mackellar,AI,9998,0,Unapportioned,The Small Business Party,TSBP,N,N,228,0,0,0,0,228
NSW,132,Mackellar,UG,1,33659,"CARMICHAEL, John William",Independent,IND,N,N,5,0,0,0,0,5
NSW,132,Mackellar,UG,2,32363,"HADDAD, Chifley",Independent,IND,N,N,1,0,0,0,0,1
NSW,132,Mackellar,UG,3,32078,"BAKER, Phil",Independent,IND,N,N,2,0,0,0,0,2
NSW,132,Mackellar,UG,4,33667,"DOYLE, Graeme Barry",Independent,IND,N,N,3,0,0,0,0,3
NSW,132,Mackellar,UG,5,33666,"ROMANOUS, John John",Independent,IND,N,N,0,0,0,0,0,0
NSW,132,Mackellar,UG,6,33662,"FARAJ, Hussein",Independent,IND,N,N,1,0,0,0,0,1
NSW,132,Mackellar,UG,7,33154,"BARBER, Russell",Love Australia or Leave,LAOL,N,N,1,0,0,0,0,1
NSW,132,Mackellar,UG,8,33126,"LAZARUS, Sandra",Independent,IND,N,N,4,0,0,0,0,4
NSW,132,Mackellar,UG,9,33665,"WAGNER, Glenn",Independent,IND,N,N,1,0,0,0,0,1
NSW,132,Mackellar,UG,10,33664,"O'BRIEN, David J",Independent,IND,N,N,0,0,0,0,0,0
NSW,132,Mackellar,UG,11,33655,"BELL, Wayne Lyndsay",Independent,IND,N,N,0,0,0,0,0,0
NSW,132,Mackellar,UG,12,32173,"KIRKWOOD, Michael",Independent,IND,N,N,1,0,0,0,0,1
NSW,132,Mackellar,UG,13,32177,"JOHNSTONE, Pamela",Independent,IND,N,N,17,0,0,0,0,17
NSW,132,Mackellar,UG,14,33627,"CROSSMAN, Carolyn J",Independent,IND,N,N,7,0,0,0,0,7
NSW,133,Macquarie,A,0,33821,A Ticket Votes,Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
NSW,133,Macquarie,A,1,33408,"NICHOLS, Maree",Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
NSW,133,Macquarie,A,2,33412,"SHIGROV, Vladimir",Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
NSW,133,Macquarie,A,3,33418,"TOOP, Leo",Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
NSW,133,Macquarie,A,9998,0,Unapportioned,Rise Up Australia Party,RUA,N,N,221,0,0,0,0,221
NSW,133,Macquarie,B,0,33823,B Ticket Votes,Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,B,1,33634,"KATELARIS, Andrew",Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,B,2,33636,"BALDERSTONE, Michael",Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,B,9998,0,Unapportioned,Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,1073,0,0,0,0,1073
NSW,133,Macquarie,C,0,33809,C Ticket Votes,Health Australia Party,NMP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,C,1,32981,"KNIGHT, Molly",Health Australia Party,NMP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,C,2,32994,"FAIRBAIRN, Jason",Health Australia Party,NMP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,C,9998,0,Unapportioned,Health Australia Party,NMP,N,N,154,0,0,0,0,154
NSW,133,Macquarie,D,0,33813,D Ticket Votes,Liberal & Nationals,LPNP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,D,1,33033,"HUGHES, Hollie",Liberal,LP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,D,2,33051,"BRAGG, Andrew",Liberal,LP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,D,3,33055,"DAVEY, Perin",The Nationals,NP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,D,4,33058,"MOLAN, Jim",Liberal,LP,N,Y,0,0,0,0,0,0
NSW,133,Macquarie,D,5,33071,"FARRAWAY, Sam",The Nationals,NP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,D,6,33062,"FENELEY, Michael",Liberal,LP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,D,9998,0,Unapportioned,Liberal & Nationals,LPNP,N,N,22186,0,0,0,0,22186
NSW,133,Macquarie,E,0,33822,E Ticket Votes,Pirate Party,PIR,N,N,0,0,0,0,0,0
NSW,133,Macquarie,E,1,33544,"AUGUST, John",Pirate Party,PIR,N,N,0,0,0,0,0,0
NSW,133,Macquarie,E,2,33546,"JOYCE, Sara",Pirate Party,PIR,N,N,0,0,0,0,0,0
NSW,133,Macquarie,E,9998,0,Unapportioned,Pirate Party,PIR,N,N,240,0,0,0,0,240
NSW,133,Macquarie,F,0,33797,F Ticket Votes,Affordable Housing Party,AAHP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,F,1,32180,"POTTS, Andrew",Affordable Housing Party,AAHP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,F,2,32182,"ZIEBELL, Anthony John",Affordable Housing Party,AAHP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,F,9998,0,Unapportioned,Affordable Housing Party,AAHP,N,N,156,0,0,0,0,156
NSW,133,Macquarie,G,0,33800,G Ticket Votes,The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,G,1,32442,"FARUQI, Mehreen",The Greens,GRN,N,Y,0,0,0,0,0,0
NSW,133,Macquarie,G,2,32448,"JACOBS, Rachael",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,G,3,32456,"STEER, Louise",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,G,4,32457,"CLARK, Philippa",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,G,5,32460,"CHIA, Roz",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,G,6,32462,"ELLSMORE, Sylvie",The Greens,GRN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,G,9998,0,Unapportioned,The Greens,GRN,N,N,6214,0,0,0,0,6214
NSW,133,Macquarie,H,0,33804,H Ticket Votes,"Shooters, Fishers and Farmers",ASP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,H,1,32748,"COOKE, Brett","Shooters, Fishers and Farmers",ASP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,H,2,32755,"BORSAK, Wayne","Shooters, Fishers and Farmers",ASP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,H,9998,0,Unapportioned,"Shooters, Fishers and Farmers",ASP,N,N,1309,0,0,0,0,1309
NSW,133,Macquarie,I,0,33817,I Ticket Votes,Australian People's Party,APEP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,I,1,33231,"GEORGANTIS, Steven",Australian People's Party,APEP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,I,2,33239,"TSANGARIS, Susan",Australian People's Party,APEP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,I,9998,0,Unapportioned,Australian People's Party,APEP,N,N,101,0,0,0,0,101
NSW,133,Macquarie,J,0,33815,J Ticket Votes,Labor/Country Labor,ALPC,N,N,0,0,0,0,0,0
NSW,133,Macquarie,J,1,33434,"SHELDON, Tony",Labor,ALP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,J,2,33439,"AYRES, Tim",Labor,ALP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,J,3,33441,"LI, Jason Yat-Sen",Labor,ALP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,J,4,33443,"PENGELLY, Simonne",Labor,ALP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,J,5,33447,"CHANDRALA, Aruna",Labor,ALP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,J,6,33472,"SHEAHAN, Charlie",Country Labor,CLR,N,N,0,0,0,0,0,0
NSW,133,Macquarie,J,9998,0,Unapportioned,Labor/Country Labor,ALPC,N,N,16420,0,0,0,0,16420
NSW,133,Macquarie,K,0,33803,K Ticket Votes,Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,133,Macquarie,K,1,32697,"PRICE, Susan",Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,133,Macquarie,K,2,32704,"McALEAR, Joel",Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,133,Macquarie,K,9998,0,Unapportioned,Socialist Alliance,SAL,N,N,91,0,0,0,0,91
NSW,133,Macquarie,L,0,33796,L Ticket Votes,The Together Party,TTP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,L,1,32344,"SWIVEL, Mark",The Together Party,TTP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,L,2,32362,"KINKEAD, Belinda",The Together Party,TTP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,L,3,32378,"McDOWELL, Kate",The Together Party,TTP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,L,9998,0,Unapportioned,The Together Party,TTP,N,N,67,0,0,0,0,67
NSW,133,Macquarie,M,0,33789,M Ticket Votes,Australian Conservatives,ACP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,M,1,32115,"YORK, Sophie",Australian Conservatives,ACP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,M,2,32119,"BOSI, Riccardo",Australian Conservatives,ACP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,M,9998,0,Unapportioned,Australian Conservatives,ACP,N,N,309,0,0,0,0,309
NSW,133,Macquarie,N,0,33818,N Ticket Votes,The Great Australian Party,GAP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,N,1,33282,"HOPKINS, Matthew",The Great Australian Party,GAP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,N,2,33301,"BURGE, Karen",The Great Australian Party,GAP,N,N,0,0,0,0,0,0
NSW,133,Macquarie,N,9998,0,Unapportioned,The Great Australian Party,GAP,N,N,64,0,0,0,0,64
NSW,133,Macquarie,O,0,33806,O Ticket Votes,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
NSW,133,Macquarie,O,1,32973,"THOMSON, Carolyn",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
