2019 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences By Division [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:54 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581]
StateAb,DivisionID,DivisionNm,FromCandidateID,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateID,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
NSW,146,Robertson,32797,UAPP,United Australia Party,MARKS,Robert James,2,32725,ALP,Labor,CHARLTON,Anne,8,789,29.2
NSW,146,Robertson,32797,UAPP,United Australia Party,MARKS,Robert James,2,33149,LP,Liberal,WICKS,Lucy,5,1913,70.8
NSW,146,Robertson,33491,CDP,Christian Democratic Party (Fred Nile Group),STUCKEN,Fiona Phoebe,3,32725,ALP,Labor,CHARLTON,Anne,8,221,16.35
NSW,146,Robertson,33491,CDP,Christian Democratic Party (Fred Nile Group),STUCKEN,Fiona Phoebe,3,33149,LP,Liberal,WICKS,Lucy,5,1131,83.65
NSW,146,Robertson,33573,IND,Independent,ABRAHAMS,David Fraser,4,32725,ALP,Labor,CHARLTON,Anne,8,1776,60.93
NSW,146,Robertson,33573,IND,Independent,ABRAHAMS,David Fraser,4,33149,LP,Liberal,WICKS,Lucy,5,1139,39.07
NSW,146,Robertson,32670,GRN,The Greens,CONNOR,Cath,6,32725,ALP,Labor,CHARLTON,Anne,8,6408,84.3
NSW,146,Robertson,32670,GRN,The Greens,CONNOR,Cath,6,33149,LP,Liberal,WICKS,Lucy,5,1193,15.7
NSW,146,Robertson,33122,AJP,Animal Justice Party,BREMNER YOUNG,Sean,7,32725,ALP,Labor,CHARLTON,Anne,8,1229,61.45
NSW,146,Robertson,33122,AJP,Animal Justice Party,BREMNER YOUNG,Sean,7,33149,LP,Liberal,WICKS,Lucy,5,771,38.55
NSW,148,Shortland,0,,,First Preferences,,0,32635,ALP,Labor,CONROY,Pat,3,41126,52.4
NSW,148,Shortland,0,,,First Preferences,,0,33120,LP,Liberal,McGILL,Nell,7,37363,47.6
NSW,148,Shortland,32666,SPP,Sustainable Australia,NEWBURY,Susan,1,32635,ALP,Labor,CONROY,Pat,3,1980,63.93
NSW,148,Shortland,32666,SPP,Sustainable Australia,NEWBURY,Susan,1,33120,LP,Liberal,McGILL,Nell,7,1117,36.07
NSW,148,Shortland,33479,CDP,Christian Democratic Party (Fred Nile Group),YU,Xing,2,32635,ALP,Labor,CONROY,Pat,3,491,24.43
NSW,148,Shortland,33479,CDP,Christian Democratic Party (Fred Nile Group),YU,Xing,2,33120,LP,Liberal,McGILL,Nell,7,1519,75.57
NSW,148,Shortland,32786,UAPP,United Australia Party,RIFAI,Dani,4,32635,ALP,Labor,CONROY,Pat,3,1864,41.13
NSW,148,Shortland,32786,UAPP,United Australia Party,RIFAI,Dani,4,33120,LP,Liberal,McGILL,Nell,7,2668,58.87
NSW,148,Shortland,32594,GRN,The Greens,CAMPBELL,Wylie,5,32635,ALP,Labor,CONROY,Pat,3,6782,82.15
NSW,148,Shortland,32594,GRN,The Greens,CAMPBELL,Wylie,5,33120,LP,Liberal,McGILL,Nell,7,1474,17.85
NSW,148,Shortland,33188,AJP,Animal Justice Party,McGRATH,Bryan,6,32635,ALP,Labor,CONROY,Pat,3,2194,61.01
NSW,148,Shortland,33188,AJP,Animal Justice Party,McGRATH,Bryan,6,33120,LP,Liberal,McGILL,Nell,7,1402,38.99
NSW,149,Sydney,0,,,First Preferences,,0,32667,ALP,Labor,PLIBERSEK,Tanya,3,46850,65
NSW,149,Sydney,0,,,First Preferences,,0,33115,LP,Liberal,MUNRO,Jacqui,1,25230,35
NSW,149,Sydney,32650,FUT,Science Party,HAMMOND,Aaron,2,32667,ALP,Labor,PLIBERSEK,Tanya,3,2352,72.59
NSW,149,Sydney,32650,FUT,Science Party,HAMMOND,Aaron,2,33115,LP,Liberal,MUNRO,Jacqui,1,888,27.41
NSW,149,Sydney,32782,UAPP,United Australia Party,HOLT,Adam,4,32667,ALP,Labor,PLIBERSEK,Tanya,3,456,33.38
NSW,149,Sydney,32782,UAPP,United Australia Party,HOLT,Adam,4,33115,LP,Liberal,MUNRO,Jacqui,1,910,66.62
NSW,149,Sydney,32605,GRN,The Greens,THOMPSON,Matthew,5,32667,ALP,Labor,PLIBERSEK,Tanya,3,15176,88.57
NSW,149,Sydney,32605,GRN,The Greens,THOMPSON,Matthew,5,33115,LP,Liberal,MUNRO,Jacqui,1,1958,11.43
NSW,149,Sydney,33483,CDP,Christian Democratic Party (Fred Nile Group),REDDIN,Rebecca,6,32667,ALP,Labor,PLIBERSEK,Tanya,3,276,27.74
NSW,149,Sydney,33483,CDP,Christian Democratic Party (Fred Nile Group),REDDIN,Rebecca,6,33115,LP,Liberal,MUNRO,Jacqui,1,719,72.26
NSW,151,Warringah,0,,,First Preferences,,0,32467,IND,Independent,STEGGALL,Zali,8,40034,52.7
NSW,151,Warringah,0,,,First Preferences,,0,33138,LP,Liberal,ABBOTT,Tony,6,35935,47.3
NSW,151,Warringah,33214,AJP,Animal Justice Party,BARNES,Heather,1,32467,IND,Independent,STEGGALL,Zali,8,832,64.45
NSW,151,Warringah,33214,AJP,Animal Justice Party,BARNES,Heather,1,33138,LP,Liberal,ABBOTT,Tony,6,459,35.55
NSW,151,Warringah,33581,IND,Independent,MOYLAN,Susan,2,32467,IND,Independent,STEGGALL,Zali,8,832,74.89
NSW,151,Warringah,33581,IND,Independent,MOYLAN,Susan,2,33138,LP,Liberal,ABBOTT,Tony,6,279,25.11
NSW,151,Warringah,32607,ALP,Labor,HARRIS,Dean,3,32467,IND,Independent,STEGGALL,Zali,8,5233,85.91
NSW,151,Warringah,32607,ALP,Labor,HARRIS,Dean,3,33138,LP,Liberal,ABBOTT,Tony,6,858,14.09
NSW,151,Warringah,32544,SPP,Sustainable Australia,PALETTO,Emanuele,4,32467,IND,Independent,STEGGALL,Zali,8,438,64.6
NSW,151,Warringah,32544,SPP,Sustainable Australia,PALETTO,Emanuele,4,33138,LP,Liberal,ABBOTT,Tony,6,240,35.4
NSW,151,Warringah,32785,UAPP,United Australia Party,WRIGHTSON,Suellen Marree,5,32467,IND,Independent,STEGGALL,Zali,8,243,38.88
NSW,151,Warringah,32785,UAPP,United Australia Party,WRIGHTSON,Suellen Marree,5,33138,LP,Liberal,ABBOTT,Tony,6,382,61.12
NSW,151,Warringah,33588,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,CLARE,Brian,7,32467,IND,Independent,STEGGALL,Zali,8,81,32.4
NSW,151,Warringah,33588,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,CLARE,Brian,7,33138,LP,Liberal,ABBOTT,Tony,6,169,67.6
NSW,151,Warringah,33508,CDP,Christian Democratic Party (Fred Nile Group),BLAIKLOCK,Jason,9,32467,IND,Independent,STEGGALL,Zali,8,148,32.1
NSW,151,Warringah,33508,CDP,Christian Democratic Party (Fred Nile Group),BLAIKLOCK,Jason,9,33138,LP,Liberal,ABBOTT,Tony,6,313,67.9
NSW,151,Warringah,32564,GRN,The Greens,GLANVILLE,Kristyn,10,32467,IND,Independent,STEGGALL,Zali,8,4887,86.54
NSW,151,Warringah,32564,GRN,The Greens,GLANVILLE,Kristyn,10,33138,LP,Liberal,ABBOTT,Tony,6,760,13.46
NSW,251,Watson,0,,,First Preferences,,0,32705,ALP,Labor,BURKE,Tony,5,43550,63.75
NSW,251,Watson,0,,,First Preferences,,0,33309,LP,Liberal,ZAMAN,Mohammad,6,24769,36.25
NSW,251,Watson,32876,UAPP,United Australia Party,WRIGHTSON,Dean,1,32705,ALP,Labor,BURKE,Tony,5,2083,58.69
NSW,251,Watson,32876,UAPP,United Australia Party,WRIGHTSON,Dean,1,33309,LP,Liberal,ZAMAN,Mohammad,6,1466,41.31
NSW,251,Watson,33496,CDP,Christian Democratic Party (Fred Nile Group),SCHUBERT,Karl,2,32705,ALP,Labor,BURKE,Tony,5,1391,30.76
NSW,251,Watson,33496,CDP,Christian Democratic Party (Fred Nile Group),SCHUBERT,Karl,2,33309,LP,Liberal,ZAMAN,Mohammad,6,3131,69.24
NSW,251,Watson,32492,FUT,Science Party,ZENG,Raymond,3,32705,ALP,Labor,BURKE,Tony,5,1357,72.26
NSW,251,Watson,32492,FUT,Science Party,ZENG,Raymond,3,33309,LP,Liberal,ZAMAN,Mohammad,6,521,27.74
NSW,251,Watson,33379,GRN,The Greens,de BHALDRAITHE,Emmet,4,32705,ALP,Labor,BURKE,Tony,5,5137,85.87
NSW,251,Watson,33379,GRN,The Greens,de BHALDRAITHE,Emmet,4,33309,LP,Liberal,ZAMAN,Mohammad,6,845,14.13
NSW,152,Wentworth,0,,,First Preferences,,0,32085,IND,Independent,PHELPS,Kerryn,7,29109,40.61
NSW,152,Wentworth,0,,,First Preferences,,0,33218,LP,Liberal,SHARMA,Dave,5,42575,59.39
NSW,152,Wentworth,32097,IND,Independent,DRAKE-BROCKMAN,Matthew,1,32085,IND,Independent,PHELPS,Kerryn,7,279,54.07
NSW,152,Wentworth,32097,IND,Independent,DRAKE-BROCKMAN,Matthew,1,33218,LP,Liberal,SHARMA,Dave,5,237,45.93
NSW,152,Wentworth,32692,ALP,Labor,MURRAY,Tim,2,32085,IND,Independent,PHELPS,Kerryn,7,8259,84.07
NSW,152,Wentworth,32692,ALP,Labor,MURRAY,Tim,2,33218,LP,Liberal,SHARMA,Dave,5,1565,15.93
NSW,152,Wentworth,32794,UAPP,United Australia Party,BLOOMFIELD,Michael John,3,32085,IND,Independent,PHELPS,Kerryn,7,205,32.8
NSW,152,Wentworth,32794,UAPP,United Australia Party,BLOOMFIELD,Michael John,3,33218,LP,Liberal,SHARMA,Dave,5,420,67.2
NSW,152,Wentworth,33501,CDP,Christian Democratic Party (Fred Nile Group),TREACY,Paul,4,32085,IND,Independent,PHELPS,Kerryn,7,93,26.88
NSW,152,Wentworth,33501,CDP,Christian Democratic Party (Fred Nile Group),TREACY,Paul,4,33218,LP,Liberal,SHARMA,Dave,5,253,73.12
NSW,152,Wentworth,32677,GRN,The Greens,KANAK,Dominic Wy,6,32085,IND,Independent,PHELPS,Kerryn,7,5759,85.2
NSW,152,Wentworth,32677,GRN,The Greens,KANAK,Dominic Wy,6,33218,LP,Liberal,SHARMA,Dave,5,1000,14.8
NSW,153,Werriwa,0,,,First Preferences,,0,32756,ALP,Labor,STANLEY,Anne Maree,6,45002,57.52
NSW,153,Werriwa,0,,,First Preferences,,0,33112,LP,Liberal,MILLER,Shayne,2,33234,42.48
NSW,153,Werriwa,33488,CDP,Christian Democratic Party (Fred Nile Group),STOREY,Narelle,1,32756,ALP,Labor,STANLEY,Anne Maree,6,1030,21.28
NSW,153,Werriwa,33488,CDP,Christian Democratic Party (Fred Nile Group),STOREY,Narelle,1,33112,LP,Liberal,MILLER,Shayne,2,3811,78.72
NSW,153,Werriwa,32562,GRN,The Greens,WESTERBERG,Signe,3,32756,ALP,Labor,STANLEY,Anne Maree,6,3643,72
NSW,153,Werriwa,32562,GRN,The Greens,WESTERBERG,Signe,3,33112,LP,Liberal,MILLER,Shayne,2,1417,28
NSW,153,Werriwa,33262,IND,Independent,WHITE,Michael,4,32756,ALP,Labor,STANLEY,Anne Maree,6,1059,49.6
NSW,153,Werriwa,33262,IND,Independent,WHITE,Michael,4,33112,LP,Liberal,MILLER,Shayne,2,1076,50.4
NSW,153,Werriwa,32801,UAPP,United Australia Party,TSIRIPLIS,Ignatios,5,32756,ALP,Labor,STANLEY,Anne Maree,6,1536,38.82
NSW,153,Werriwa,32801,UAPP,United Australia Party,TSIRIPLIS,Ignatios,5,33112,LP,Liberal,MILLER,Shayne,2,2421,61.18
NSW,150,Whitlam,0,,,First Preferences,,0,32490,NP,The Nationals,WENTWORTH,Stephen,3,26145,34.29
NSW,150,Whitlam,0,,,First Preferences,,0,32632,ALP,Labor,JONES,Stephen,4,50102,65.71
NSW,150,Whitlam,32784,UAPP,United Australia Party,CUDA,Angelo,1,32490,NP,The Nationals,WENTWORTH,Stephen,3,6551,72.22
NSW,150,Whitlam,32784,UAPP,United Australia Party,CUDA,Angelo,1,32632,ALP,Labor,JONES,Stephen,4,2520,27.78
NSW,150,Whitlam,33475,CDP,Christian Democratic Party (Fred Nile Group),NERO,Frank Rodolfo,2,32490,NP,The Nationals,WENTWORTH,Stephen,3,3343,79.33
NSW,150,Whitlam,33475,CDP,Christian Democratic Party (Fred Nile Group),NERO,Frank Rodolfo,2,32632,ALP,Labor,JONES,Stephen,4,871,20.67
NSW,150,Whitlam,32595,GRN,The Greens,DIXON,Jamie,5,32490,NP,The Nationals,WENTWORTH,Stephen,3,2191,23.16
NSW,150,Whitlam,32595,GRN,The Greens,DIXON,Jamie,5,32632,ALP,Labor,JONES,Stephen,4,7270,76.84
NSW,150,Whitlam,32560,SPP,Sustainable Australia,DAVIS,Ken,6,32490,NP,The Nationals,WENTWORTH,Stephen,3,1900,51.66
NSW,150,Whitlam,32560,SPP,Sustainable Australia,DAVIS,Ken,6,32632,ALP,Labor,JONES,Stephen,4,1778,48.34
NT,306,Lingiari,0,,,First Preferences,,0,32740,ALP,Australian Labor Party (Northern Territory) Branch,SNOWDON,Warren,1,21698,54.83
NT,306,Lingiari,0,,,First Preferences,,0,33045,CLP,Country Liberals (NT),PRICE,Jacinta,6,17875,45.17
NT,306,Lingiari,33034,GRN,The Greens,HANNA,George,2,32740,ALP,Australian Labor Party (Northern Territory) Branch,SNOWDON,Warren,1,3214,80.53
NT,306,Lingiari,33034,GRN,The Greens,HANNA,George,2,33045,CLP,Country Liberals (NT),PRICE,Jacinta,6,777,19.47
NT,306,Lingiari,32734,UAPP,United Australia Party,HODGSON,Daniel Isaac,3,32740,ALP,Australian Labor Party (Northern Territory) Branch,SNOWDON,Warren,1,459,33.58
NT,306,Lingiari,32734,UAPP,United Australia Party,HODGSON,Daniel Isaac,3,33045,CLP,Country Liberals (NT),PRICE,Jacinta,6,908,66.42
NT,306,Lingiari,33014,RUA,Rise Up Australia Party,McCARTHY,Regina,4,32740,ALP,Australian Labor Party (Northern Territory) Branch,SNOWDON,Warren,1,667,48.33
NT,306,Lingiari,33014,RUA,Rise Up Australia Party,McCARTHY,Regina,4,33045,CLP,Country Liberals (NT),PRICE,Jacinta,6,713,51.67
NT,306,Lingiari,33028,IND,Independent,MacFARLANE,Hamish,5,32740,ALP,Australian Labor Party (Northern Territory) Branch,SNOWDON,Warren,1,825,38.86
NT,306,Lingiari,33028,IND,Independent,MacFARLANE,Hamish,5,33045,CLP,Country Liberals (NT),PRICE,Jacinta,6,1298,61.14
NT,307,Solomon,0,,,First Preferences,,0,32743,ALP,Australian Labor Party (Northern Territory) Branch,GOSLING,Luke John,1,22057,51.27
NT,307,Solomon,0,,,First Preferences,,0,33053,CLP,Country Liberals (NT),GANLEY,Kathy,3,20962,48.73
NT,307,Solomon,33016,RUA,Rise Up Australia Party,GIMINI,Lorraine,2,32743,ALP,Australian Labor Party (Northern Territory) Branch,GOSLING,Luke John,1,432,33.83
NT,307,Solomon,33016,RUA,Rise Up Australia Party,GIMINI,Lorraine,2,33053,CLP,Country Liberals (NT),GANLEY,Kathy,3,845,66.17
NT,307,Solomon,33031,GRN,The Greens,PARISH,Timothy,4,32743,ALP,Australian Labor Party (Northern Territory) Branch,GOSLING,Luke John,1,5213,79.94
NT,307,Solomon,33031,GRN,The Greens,PARISH,Timothy,4,33053,CLP,Country Liberals (NT),GANLEY,Kathy,3,1308,20.06
NT,307,Solomon,32731,UAPP,United Australia Party,RAJWIN,Raj Samson,5,32743,ALP,Australian Labor Party (Northern Territory) Branch,GOSLING,Luke John,1,444,28.05
NT,307,Solomon,32731,UAPP,United Australia Party,RAJWIN,Raj Samson,5,33053,CLP,Country Liberals (NT),GANLEY,Kathy,3,1139,71.95
NT,307,Solomon,33617,IND,Independent,FRASER-ADAMS,Sue,6,32743,ALP,Australian Labor Party (Northern Territory) Branch,GOSLING,Luke John,1,1094,40.76
NT,307,Solomon,33617,IND,Independent,FRASER-ADAMS,Sue,6,33053,CLP,Country Liberals (NT),GANLEY,Kathy,3,1590,59.24
QLD,304,Blair,0,,,First Preferences,,0,32769,ALP,Australian Labor Party,NEUMANN,Shayne Kenneth,3,29987,51.85
QLD,304,Blair,0,,,First Preferences,,0,33161,LNP,Liberal National Party of Queensland,SHEARMAN,Robert,5,27844,48.15
QLD,304,Blair,33402,IND,Independent,KARANDREWS,Simone,1,32769,ALP,Australian Labor Party,NEUMANN,Shayne Kenneth,3,2405,62.48
QLD,304,Blair,33402,IND,Independent,KARANDREWS,Simone,1,33161,LNP,Liberal National Party of Queensland,SHEARMAN,Robert,5,1444,37.52
QLD,304,Blair,33363,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FITZPATRICK,Peter John,2,32769,ALP,Australian Labor Party,NEUMANN,Shayne Kenneth,3,653,32.5
QLD,304,Blair,33363,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FITZPATRICK,Peter John,2,33161,LNP,Liberal National Party of Queensland,SHEARMAN,Robert,5,1356,67.5
QLD,304,Blair,32501,ON,Pauline Hanson's One Nation,BELL,Sharon,4,32769,ALP,Australian Labor Party,NEUMANN,Shayne Kenneth,3,5958,36.97
QLD,304,Blair,32501,ON,Pauline Hanson's One Nation,BELL,Sharon,4,33161,LNP,Liberal National Party of Queensland,SHEARMAN,Robert,5,10156,63.03
QLD,304,Blair,32903,UAPP,United Australia Party,ZIMPEL,Majella,6,32769,ALP,Australian Labor Party,NEUMANN,Shayne Kenneth,3,1106,33.92
QLD,304,Blair,32903,UAPP,United Australia Party,ZIMPEL,Majella,6,33161,LNP,Liberal National Party of Queensland,SHEARMAN,Robert,5,2155,66.08
QLD,304,Blair,33367,DLP,Labour DLP,QUINN,John,7,32769,ALP,Australian Labor Party,NEUMANN,Shayne Kenneth,3,1615,66.79
QLD,304,Blair,33367,DLP,Labour DLP,QUINN,John,7,33161,LNP,Liberal National Party of Queensland,SHEARMAN,Robert,5,803,33.21
QLD,304,Blair,33264,GRN,The Greens,DUNCAN,Michelle,8,32769,ALP,Australian Labor Party,NEUMANN,Shayne Kenneth,3,6460,77.6
QLD,304,Blair,33264,GRN,The Greens,DUNCAN,Michelle,8,33161,LNP,Liberal National Party of Queensland,SHEARMAN,Robert,5,1865,22.4
QLD,304,Blair,29420,IND,Independent,TURNER,John,9,32769,ALP,Australian Labor Party,NEUMANN,Shayne Kenneth,3,939,44.33
QLD,304,Blair,29420,IND,Independent,TURNER,John,9,33161,LNP,Liberal National Party of Queensland,SHEARMAN,Robert,5,1179,55.67
QLD,310,Bonner,0,,,First Preferences,,0,32760,ALP,Australian Labor Party,BRISKEY,Jo,6,29291,38.59
QLD,310,Bonner,0,,,First Preferences,,0,33302,LNP,Liberal National Party of Queensland,VASTA,Ross,4,46616,61.41
QLD,310,Bonner,32887,UAPP,United Australia Party,FLITCROFT,Simon E F,1,32760,ALP,Australian Labor Party,BRISKEY,Jo,6,634,26.48
QLD,310,Bonner,32887,UAPP,United Australia Party,FLITCROFT,Simon E F,1,33302,LNP,Liberal National Party of Queensland,VASTA,Ross,4,1760,73.52
QLD,310,Bonner,33117,GRN,The Greens,BELL,Barbara,2,32760,ALP,Australian Labor Party,BRISKEY,Jo,6,8708,79.09
QLD,310,Bonner,33117,GRN,The Greens,BELL,Barbara,2,33302,LNP,Liberal National Party of Queensland,VASTA,Ross,4,2302,20.91
QLD,310,Bonner,32499,ON,Pauline Hanson's One Nation,SYMES,Ian,3,32760,ALP,Australian Labor Party,BRISKEY,Jo,6,1174,31.13
QLD,310,Bonner,32499,ON,Pauline Hanson's One Nation,SYMES,Ian,3,33302,LNP,Liberal National Party of Queensland,VASTA,Ross,4,2597,68.87
QLD,310,Bonner,33203,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,MAYNARD,Alex,5,32760,ALP,Australian Labor Party,BRISKEY,Jo,6,308,27.87
QLD,310,Bonner,33203,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,MAYNARD,Alex,5,33302,LNP,Liberal National Party of Queensland,VASTA,Ross,4,797,72.13
QLD,155,Bowman,0,,,First Preferences,,0,32752,ALP,Australian Labor Party,BASTER,Tom,6,26147,35.33
QLD,155,Bowman,0,,,First Preferences,,0,33256,LNP,Liberal National Party of Queensland,LAMING,Andrew,2,47866,64.67
QLD,155,Bowman,33187,GRN,The Greens,MOON,Emerald,1,32752,ALP,Australian Labor Party,BASTER,Tom,6,8682,73.61
QLD,155,Bowman,33187,GRN,The Greens,MOON,Emerald,1,33256,LNP,Liberal National Party of Queensland,LAMING,Andrew,2,3113,26.39
QLD,155,Bowman,32870,UAPP,United Australia Party,CLARKE,Shane,3,32752,ALP,Australian Labor Party,BASTER,Tom,6,1109,31.33
QLD,155,Bowman,32870,UAPP,United Australia Party,CLARKE,Shane,3,33256,LNP,Liberal National Party of Queensland,LAMING,Andrew,2,2431,68.67
QLD,155,Bowman,33137,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,ANDERSON,David,4,32752,ALP,Australian Labor Party,BASTER,Tom,6,486,26.76
QLD,155,Bowman,33137,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,ANDERSON,David,4,33256,LNP,Liberal National Party of Queensland,LAMING,Andrew,2,1330,73.24
QLD,155,Bowman,32500,ON,Pauline Hanson's One Nation,WADSWORTH,Glen,5,32752,ALP,Australian Labor Party,BASTER,Tom,6,2678,37.32
QLD,155,Bowman,32500,ON,Pauline Hanson's One Nation,WADSWORTH,Glen,5,33256,LNP,Liberal National Party of Queensland,LAMING,Andrew,2,4497,62.68
QLD,156,Brisbane,0,,,First Preferences,,0,32946,ALP,Australian Labor Party,NEWBURY,Paul,6,24970,33.86
QLD,156,Brisbane,0,,,First Preferences,,0,33206,LNP,Liberal National Party of Queensland,EVANS,Trevor,2,48777,66.14
QLD,156,Brisbane,32751,ON,Pauline Hanson's One Nation,PERRY,Anne,1,32946,ALP,Australian Labor Party,NEWBURY,Paul,6,661,26.05
QLD,156,Brisbane,32751,ON,Pauline Hanson's One Nation,PERRY,Anne,1,33206,LNP,Liberal National Party of Queensland,EVANS,Trevor,2,1876,73.95
QLD,156,Brisbane,32960,UAPP,United Australia Party,WHITTAKER,Aaron,3,32946,ALP,Australian Labor Party,NEWBURY,Paul,6,319,22.46
QLD,156,Brisbane,32960,UAPP,United Australia Party,WHITTAKER,Aaron,3,33206,LNP,Liberal National Party of Queensland,EVANS,Trevor,2,1101,77.54
QLD,156,Brisbane,33144,GRN,The Greens,BARTLETT,Andrew,4,32946,ALP,Australian Labor Party,NEWBURY,Paul,6,19292,84.59
QLD,156,Brisbane,33144,GRN,The Greens,BARTLETT,Andrew,4,33206,LNP,Liberal National Party of Queensland,EVANS,Trevor,2,3515,15.41
QLD,156,Brisbane,33326,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,JEANNERET,Rod,5,32946,ALP,Australian Labor Party,NEWBURY,Paul,6,162,22.13
QLD,156,Brisbane,33326,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,JEANNERET,Rod,5,33206,LNP,Liberal National Party of Queensland,EVANS,Trevor,2,570,77.87
QLD,156,Brisbane,33224,SAL,Socialist Alliance,EMANUEL,Kamala,7,32946,ALP,Australian Labor Party,NEWBURY,Paul,6,558,78.15
QLD,156,Brisbane,33224,SAL,Socialist Alliance,EMANUEL,Kamala,7,33206,LNP,Liberal National Party of Queensland,EVANS,Trevor,2,156,21.85
QLD,157,Capricornia,0,,,First Preferences,,0,32781,ALP,Australian Labor Party,ROBERTSON,Russell,6,21120,36.87
QLD,157,Capricornia,0,,,First Preferences,,0,33201,LNP,Liberal National Party of Queensland,LANDRY,Michelle,5,36163,63.13
QLD,157,Capricornia,33146,GRN,The Greens,BAMBRICK,Paul,1,32781,ALP,Australian Labor Party,ROBERTSON,Russell,6,3017,70.05
QLD,157,Capricornia,33146,GRN,The Greens,BAMBRICK,Paul,1,33201,LNP,Liberal National Party of Queensland,LANDRY,Michelle,5,1290,29.95
QLD,157,Capricornia,32617,KAP,Katter's Australian Party (KAP),BIRKBECK,George,2,32781,ALP,Australian Labor Party,ROBERTSON,Russell,6,1286,39.34
QLD,157,Capricornia,32617,KAP,Katter's Australian Party (KAP),BIRKBECK,George,2,33201,LNP,Liberal National Party of Queensland,LANDRY,Michelle,5,1983,60.66
QLD,157,Capricornia,33246,DLP,Labour DLP,TEMPLE,Richard,3,32781,ALP,Australian Labor Party,ROBERTSON,Russell,6,1004,61.33
QLD,157,Capricornia,33246,DLP,Labour DLP,TEMPLE,Richard,3,33201,LNP,Liberal National Party of Queensland,LANDRY,Michelle,5,633,38.67
QLD,157,Capricornia,28347,IND,Independent,MURRAY,Ken,4,32781,ALP,Australian Labor Party,ROBERTSON,Russell,6,1032,46.68
QLD,157,Capricornia,28347,IND,Independent,MURRAY,Ken,4,33201,LNP,Liberal National Party of Queensland,LANDRY,Michelle,5,1179,53.32
QLD,157,Capricornia,32719,ON,Pauline Hanson's One Nation,ROTHERY,Wade,7,32781,ALP,Australian Labor Party,ROBERTSON,Russell,6,4414,29.22
QLD,157,Capricornia,32719,ON,Pauline Hanson's One Nation,ROTHERY,Wade,7,33201,LNP,Liberal National Party of Queensland,LANDRY,Michelle,5,10691,70.78
QLD,157,Capricornia,32878,UAPP,United Australia Party,STURGEON,Lindsay,8,32781,ALP,Australian Labor Party,ROBERTSON,Russell,6,1069,32.89
QLD,157,Capricornia,32878,UAPP,United Australia Party,STURGEON,Lindsay,8,33201,LNP,Liberal National Party of Queensland,LANDRY,Michelle,5,2181,67.11
QLD,157,Capricornia,33121,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,PRATT,Grant,9,32781,ALP,Australian Labor Party,ROBERTSON,Russell,6,550,28.87
QLD,157,Capricornia,33121,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,PRATT,Grant,9,33201,LNP,Liberal National Party of Queensland,LANDRY,Michelle,5,1355,71.13
QLD,158,Dawson,0,,,First Preferences,,0,32865,ALP,Australian Labor Party,HASSAN,Belinda,5,18022,32.08
QLD,158,Dawson,0,,,First Preferences,,0,33299,LNP,Liberal National Party of Queensland,CHRISTENSEN,George,4,38164,67.92
QLD,158,Dawson,33369,DLP,Labour DLP,WARE,Ann-Maree,1,32865,ALP,Australian Labor Party,HASSAN,Belinda,5,1709,60.28
QLD,158,Dawson,33369,DLP,Labour DLP,WARE,Ann-Maree,1,33299,LNP,Liberal National Party of Queensland,CHRISTENSEN,George,4,1126,39.72
QLD,158,Dawson,33178,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,TURNER,Michael Wayne,2,32865,ALP,Australian Labor Party,HASSAN,Belinda,5,384,22.06
QLD,158,Dawson,33178,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,TURNER,Michael Wayne,2,33299,LNP,Liberal National Party of Queensland,CHRISTENSEN,George,4,1357,77.94
QLD,158,Dawson,32534,ON,Pauline Hanson's One Nation,LAWSON,Debra,3,32865,ALP,Australian Labor Party,HASSAN,Belinda,5,3456,29.72
QLD,158,Dawson,32534,ON,Pauline Hanson's One Nation,LAWSON,Debra,3,33299,LNP,Liberal National Party of Queensland,CHRISTENSEN,George,4,8172,70.28
QLD,158,Dawson,32852,KAP,Katter's Australian Party (KAP),BUNYAN,Brendan,6,32865,ALP,Australian Labor Party,HASSAN,Belinda,5,2183,38.85
