2019 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences By Division [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:54 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581]
StateAb,DivisionID,DivisionNm,FromCandidateID,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateID,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
QLD,171,McPherson,33156,GRN,The Greens,QUINN,Alan,4,32773,ALP,Australian Labor Party,SANTELISES,Aaron,1,8049,79.17
QLD,171,McPherson,33156,GRN,The Greens,QUINN,Alan,4,33194,LNP,Liberal National Party of Queensland,ANDREWS,Karen,5,2118,20.83
QLD,171,McPherson,33131,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,GAFFY,Sean Gordon,6,32773,ALP,Australian Labor Party,SANTELISES,Aaron,1,186,21.99
QLD,171,McPherson,33131,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,GAFFY,Sean Gordon,6,33194,LNP,Liberal National Party of Queensland,ANDREWS,Karen,5,660,78.01
QLD,171,McPherson,32242,AJP,Animal Justice Party,STEWART,Renee,7,32773,ALP,Australian Labor Party,SANTELISES,Aaron,1,1342,56.7
QLD,171,McPherson,32242,AJP,Animal Justice Party,STEWART,Renee,7,33194,LNP,Liberal National Party of Queensland,ANDREWS,Karen,5,1025,43.3
QLD,171,McPherson,32924,UAPP,United Australia Party,MacKENZIE,Fiona Kay,8,32773,ALP,Australian Labor Party,SANTELISES,Aaron,1,834,27.1
QLD,171,McPherson,32924,UAPP,United Australia Party,MacKENZIE,Fiona Kay,8,33194,LNP,Liberal National Party of Queensland,ANDREWS,Karen,5,2244,72.9
QLD,171,McPherson,32552,ON,Pauline Hanson's One Nation,SPELLMAN,John,9,32773,ALP,Australian Labor Party,SANTELISES,Aaron,1,1721,31.75
QLD,171,McPherson,32552,ON,Pauline Hanson's One Nation,SPELLMAN,John,9,33194,LNP,Liberal National Party of Queensland,ANDREWS,Karen,5,3700,68.25
QLD,172,Moncrieff,0,,,First Preferences,,0,32894,ALP,Australian Labor Party,BELL,Tracey,7,19822,29.51
QLD,172,Moncrieff,0,,,First Preferences,,0,33208,LNP,Liberal National Party of Queensland,BELL,Angie,2,47356,70.49
QLD,172,Moncrieff,32231,AJP,Animal Justice Party,FREEMAN,Karla,1,32894,ALP,Australian Labor Party,BELL,Tracey,7,1635,46.04
QLD,172,Moncrieff,32231,AJP,Animal Justice Party,FREEMAN,Karla,1,33208,LNP,Liberal National Party of Queensland,BELL,Angie,2,1916,53.96
QLD,172,Moncrieff,32780,ON,Pauline Hanson's One Nation,SIBSON,Vanessa,3,32894,ALP,Australian Labor Party,BELL,Tracey,7,1984,33.51
QLD,172,Moncrieff,32780,ON,Pauline Hanson's One Nation,SIBSON,Vanessa,3,33208,LNP,Liberal National Party of Queensland,BELL,Angie,2,3936,66.49
QLD,172,Moncrieff,33159,GRN,The Greens,SPAIN,Sally,4,32894,ALP,Australian Labor Party,BELL,Tracey,7,6622,74.4
QLD,172,Moncrieff,33159,GRN,The Greens,SPAIN,Sally,4,33208,LNP,Liberal National Party of Queensland,BELL,Angie,2,2278,25.6
QLD,172,Moncrieff,32948,UAPP,United Australia Party,EILOLA,Garry Paul,5,32894,ALP,Australian Labor Party,BELL,Tracey,7,946,27.67
QLD,172,Moncrieff,32948,UAPP,United Australia Party,EILOLA,Garry Paul,5,33208,LNP,Liberal National Party of Queensland,BELL,Angie,2,2473,72.33
QLD,172,Moncrieff,33141,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,LONG,Darren Alan,6,32894,ALP,Australian Labor Party,BELL,Tracey,7,264,22.92
QLD,172,Moncrieff,33141,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,LONG,Darren Alan,6,33208,LNP,Liberal National Party of Queensland,BELL,Angie,2,888,77.08
QLD,172,Moncrieff,33511,LDP,Liberal Democrats,GRYPHON,S,8,32894,ALP,Australian Labor Party,BELL,Tracey,7,567,31.52
QLD,172,Moncrieff,33511,LDP,Liberal Democrats,GRYPHON,S,8,33208,LNP,Liberal National Party of Queensland,BELL,Angie,2,1232,68.48
QLD,173,Moreton,0,,,First Preferences,,0,32765,ALP,Australian Labor Party,PERRETT,Graham,2,31864,46.26
QLD,173,Moreton,0,,,First Preferences,,0,33324,LNP,Liberal National Party of Queensland,OWEN,Angela,5,37011,53.74
QLD,173,Moreton,33160,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,NIEASS,Aaron,1,32765,ALP,Australian Labor Party,PERRETT,Graham,2,547,35.04
QLD,173,Moreton,33160,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,NIEASS,Aaron,1,33324,LNP,Liberal National Party of Queensland,OWEN,Angela,5,1014,64.96
QLD,173,Moreton,33237,GRN,The Greens,O'BRIEN,Patsy,3,32765,ALP,Australian Labor Party,PERRETT,Graham,2,12951,85.27
QLD,173,Moreton,33237,GRN,The Greens,O'BRIEN,Patsy,3,33324,LNP,Liberal National Party of Queensland,OWEN,Angela,5,2238,14.73
QLD,173,Moreton,32551,ON,Pauline Hanson's One Nation,LAWRENCE,William,4,32765,ALP,Australian Labor Party,PERRETT,Graham,2,1059,35.28
QLD,173,Moreton,32551,ON,Pauline Hanson's One Nation,LAWRENCE,William,4,33324,LNP,Liberal National Party of Queensland,OWEN,Angela,5,1943,64.72
QLD,173,Moreton,32911,UAPP,United Australia Party,BROWN,Jenny-Rebecca,6,32765,ALP,Australian Labor Party,PERRETT,Graham,2,624,30.97
QLD,173,Moreton,32911,UAPP,United Australia Party,BROWN,Jenny-Rebecca,6,33324,LNP,Liberal National Party of Queensland,OWEN,Angela,5,1391,69.03
QLD,174,Oxley,0,,,First Preferences,,0,32964,ALP,Australian Labor Party,DICK,Milton,3,38501,55.17
QLD,174,Oxley,0,,,First Preferences,,0,33460,LNP,Liberal National Party of Queensland,BAUER,Russell,1,31290,44.83
QLD,174,Oxley,33440,GRN,The Greens,PURCELL,Steven,2,32964,ALP,Australian Labor Party,DICK,Milton,3,8332,79.09
QLD,174,Oxley,33440,GRN,The Greens,PURCELL,Steven,2,33460,LNP,Liberal National Party of Queensland,BAUER,Russell,1,2203,20.91
QLD,174,Oxley,32968,UAPP,United Australia Party,FERGUSON,Ian Maurice,4,32964,ALP,Australian Labor Party,DICK,Milton,3,908,38.34
QLD,174,Oxley,32968,UAPP,United Australia Party,FERGUSON,Ian Maurice,4,33460,LNP,Liberal National Party of Queensland,BAUER,Russell,1,1460,61.66
QLD,174,Oxley,32844,ON,Pauline Hanson's One Nation,LINDBOM,Janet,5,32964,ALP,Australian Labor Party,DICK,Milton,3,2427,42.57
QLD,174,Oxley,32844,ON,Pauline Hanson's One Nation,LINDBOM,Janet,5,33460,LNP,Liberal National Party of Queensland,BAUER,Russell,1,3274,57.43
QLD,174,Oxley,32931,SEP,Socialist Equality Party,HEAD,Mike,6,32964,ALP,Australian Labor Party,DICK,Milton,3,433,66.21
QLD,174,Oxley,32931,SEP,Socialist Equality Party,HEAD,Mike,6,33460,LNP,Liberal National Party of Queensland,BAUER,Russell,1,221,33.79
QLD,174,Oxley,33400,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,MOERLAND,Scott,7,32964,ALP,Australian Labor Party,DICK,Milton,3,449,30.46
QLD,174,Oxley,33400,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,MOERLAND,Scott,7,33460,LNP,Liberal National Party of Queensland,BAUER,Russell,1,1025,69.54
QLD,175,Petrie,0,,,First Preferences,,0,32847,ALP,Australian Labor Party,MULHOLLAND,Corinne,4,31348,39.07
QLD,175,Petrie,0,,,First Preferences,,0,33381,LNP,Liberal National Party of Queensland,HOWARTH,Luke,2,48879,60.93
QLD,175,Petrie,32932,UAPP,United Australia Party,HOPKINS,Troy,1,32847,ALP,Australian Labor Party,MULHOLLAND,Corinne,4,1033,30.73
QLD,175,Petrie,32932,UAPP,United Australia Party,HOPKINS,Troy,1,33381,LNP,Liberal National Party of Queensland,HOWARTH,Luke,2,2328,69.27
QLD,175,Petrie,32556,ON,Pauline Hanson's One Nation,AAI REDDY,Nikhil,3,32847,ALP,Australian Labor Party,MULHOLLAND,Corinne,4,2616,34.25
QLD,175,Petrie,32556,ON,Pauline Hanson's One Nation,AAI REDDY,Nikhil,3,33381,LNP,Liberal National Party of Queensland,HOWARTH,Luke,2,5022,65.75
QLD,175,Petrie,33172,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FOWLER,Neville John,5,32847,ALP,Australian Labor Party,MULHOLLAND,Corinne,4,471,31.53
QLD,175,Petrie,33172,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FOWLER,Neville John,5,33381,LNP,Liberal National Party of Queensland,HOWARTH,Luke,2,1023,68.47
QLD,175,Petrie,33325,GRN,The Greens,KENNEDY,Jason,6,32847,ALP,Australian Labor Party,MULHOLLAND,Corinne,4,6798,76.58
QLD,175,Petrie,33325,GRN,The Greens,KENNEDY,Jason,6,33381,LNP,Liberal National Party of Queensland,HOWARTH,Luke,2,2079,23.42
QLD,176,Rankin,0,,,First Preferences,,0,32795,ALP,Australian Labor Party,CHALMERS,Jim,1,35156,56.92
QLD,176,Rankin,0,,,First Preferences,,0,33278,LNP,Liberal National Party of Queensland,PATTISON,Clinton,7,26608,43.08
QLD,176,Rankin,32923,UAPP,United Australia Party,REDDY,Shyamal,2,32795,ALP,Australian Labor Party,CHALMERS,Jim,1,1409,44.96
QLD,176,Rankin,32923,UAPP,United Australia Party,REDDY,Shyamal,2,33278,LNP,Liberal National Party of Queensland,PATTISON,Clinton,7,1725,55.04
QLD,176,Rankin,33216,GRN,The Greens,COTTER,Neil,3,32795,ALP,Australian Labor Party,CHALMERS,Jim,1,6192,80.32
QLD,176,Rankin,33216,GRN,The Greens,COTTER,Neil,3,33278,LNP,Liberal National Party of Queensland,PATTISON,Clinton,7,1517,19.68
QLD,176,Rankin,32542,ON,Pauline Hanson's One Nation,SCHNEIDER,Jesse,4,32795,ALP,Australian Labor Party,CHALMERS,Jim,1,3229,44.47
QLD,176,Rankin,32542,ON,Pauline Hanson's One Nation,SCHNEIDER,Jesse,4,33278,LNP,Liberal National Party of Queensland,PATTISON,Clinton,7,4032,55.53
QLD,176,Rankin,33153,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,ANDREWS,Peter James,5,32795,ALP,Australian Labor Party,CHALMERS,Jim,1,492,30.89
QLD,176,Rankin,33153,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,ANDREWS,Peter James,5,33278,LNP,Liberal National Party of Queensland,PATTISON,Clinton,7,1101,69.11
QLD,176,Rankin,33557,LDP,Liberal Democrats,DAVIES,Ric,6,32795,ALP,Australian Labor Party,CHALMERS,Jim,1,755,31.74
QLD,176,Rankin,33557,LDP,Liberal Democrats,DAVIES,Ric,6,33278,LNP,Liberal National Party of Queensland,PATTISON,Clinton,7,1624,68.26
QLD,176,Rankin,33566,NAFD,,MOHAMMAD,Yusuf,8,32795,ALP,Australian Labor Party,CHALMERS,Jim,1,660,64.45
QLD,176,Rankin,33566,NAFD,,MOHAMMAD,Yusuf,8,33278,LNP,Liberal National Party of Queensland,PATTISON,Clinton,7,364,35.55
QLD,177,Ryan,0,,,First Preferences,,0,32874,ALP,Australian Labor Party,COSSAR,Peter,1,23560,33.45
QLD,177,Ryan,0,,,First Preferences,,0,33286,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,5,46869,66.55
QLD,177,Ryan,32962,UAPP,United Australia Party,CROUCH,Larry Edward,2,32874,ALP,Australian Labor Party,COSSAR,Peter,1,426,28.82
QLD,177,Ryan,32962,UAPP,United Australia Party,CROUCH,Larry Edward,2,33286,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,5,1052,71.18
QLD,177,Ryan,32222,AJP,Animal Justice Party,WEBB,Joanne,3,32874,ALP,Australian Labor Party,COSSAR,Peter,1,1080,58.25
QLD,177,Ryan,32222,AJP,Animal Justice Party,WEBB,Joanne,3,33286,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,5,774,41.75
QLD,177,Ryan,32713,ON,Pauline Hanson's One Nation,MILES,Rodney,4,32874,ALP,Australian Labor Party,COSSAR,Peter,1,587,28.22
QLD,177,Ryan,32713,ON,Pauline Hanson's One Nation,MILES,Rodney,4,33286,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,5,1493,71.78
QLD,177,Ryan,33211,GRN,The Greens,SCHOERMER,Jake,6,32874,ALP,Australian Labor Party,COSSAR,Peter,1,16564,84.42
QLD,177,Ryan,33211,GRN,The Greens,SCHOERMER,Jake,6,33286,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,5,3057,15.58
QLD,177,Ryan,33327,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,BANKS,Andrew,7,32874,ALP,Australian Labor Party,COSSAR,Peter,1,186,19.29
QLD,177,Ryan,33327,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,BANKS,Andrew,7,33286,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,5,778,80.71
QLD,178,Wide Bay,0,,,First Preferences,,0,32817,ALP,Australian Labor Party,SCANES,Jason,2,20418,31.6
QLD,178,Wide Bay,0,,,First Preferences,,0,33200,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,4,44204,68.4
QLD,178,Wide Bay,33127,GRN,The Greens,BRYAR,Daniel,1,32817,ALP,Australian Labor Party,SCANES,Jason,2,7480,80.17
QLD,178,Wide Bay,33127,GRN,The Greens,BRYAR,Daniel,1,33200,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,4,1850,19.83
QLD,178,Wide Bay,32937,UAPP,United Australia Party,SCHEBELLA,Andrew,3,32817,ALP,Australian Labor Party,SCANES,Jason,2,1109,32.76
QLD,178,Wide Bay,32937,UAPP,United Australia Party,SCHEBELLA,Andrew,3,33200,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,4,2276,67.24
QLD,178,Wide Bay,32076,IND,Independent,JEROME,Tim,5,32817,ALP,Australian Labor Party,SCANES,Jason,2,2005,47.51
QLD,178,Wide Bay,32076,IND,Independent,JEROME,Tim,5,33200,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,4,2215,52.49
QLD,178,Wide Bay,33254,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,SMITH,Jasmine,6,32817,ALP,Australian Labor Party,SCANES,Jason,2,490,22.8
QLD,178,Wide Bay,33254,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,SMITH,Jasmine,6,33200,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,4,1659,77.2
QLD,178,Wide Bay,32746,ON,Pauline Hanson's One Nation,VICO,Aaron,7,32817,ALP,Australian Labor Party,SCANES,Jason,2,3091,30.41
QLD,178,Wide Bay,32746,ON,Pauline Hanson's One Nation,VICO,Aaron,7,33200,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,4,7075,69.59
QLD,316,Wright,0,,,First Preferences,,0,32951,ALP,Australian Labor Party,McCREADIE,Pam,4,18155,29.44
QLD,316,Wright,0,,,First Preferences,,0,33376,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,8,43522,70.56
QLD,316,Wright,32966,UAPP,United Australia Party,WRIGHT,David William,1,32951,ALP,Australian Labor Party,McCREADIE,Pam,4,1832,38.59
QLD,316,Wright,32966,UAPP,United Australia Party,WRIGHT,David William,1,33376,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,8,2915,61.41
QLD,316,Wright,33260,GRN,The Greens,GIRARD,Shannon,2,32951,ALP,Australian Labor Party,McCREADIE,Pam,4,5401,77.7
QLD,316,Wright,33260,GRN,The Greens,GIRARD,Shannon,2,33376,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,8,1550,22.3
QLD,316,Wright,32114,IND,Independent,LARKIN,Innes,3,32951,ALP,Australian Labor Party,McCREADIE,Pam,4,2937,56.86
QLD,316,Wright,32114,IND,Independent,LARKIN,Innes,3,33376,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,8,2228,43.14
QLD,316,Wright,33267,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,SMITH,Rod,5,32951,ALP,Australian Labor Party,McCREADIE,Pam,4,510,23.57
QLD,316,Wright,33267,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,SMITH,Rod,5,33376,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,8,1654,76.43
QLD,316,Wright,32895,KAP,Katter's Australian Party (KAP),TOMLINSON,Matthew,6,32951,ALP,Australian Labor Party,McCREADIE,Pam,4,897,34.33
QLD,316,Wright,32895,KAP,Katter's Australian Party (KAP),TOMLINSON,Matthew,6,33376,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,8,1716,65.67
QLD,316,Wright,32846,ON,Pauline Hanson's One Nation,O'CALLAGHAN,Chris,7,32951,ALP,Australian Labor Party,McCREADIE,Pam,4,4590,33.81
QLD,316,Wright,32846,ON,Pauline Hanson's One Nation,O'CALLAGHAN,Chris,7,33376,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,8,8986,66.19
SA,179,Adelaide,0,,,First Preferences,,0,33019,ALP,Australian Labor Party,GEORGANAS,Steve,3,43163,52.69
SA,179,Adelaide,0,,,First Preferences,,0,33027,LP,Liberal,OSBORN,Shaun,5,38753,47.31
SA,179,Adelaide,33037,AUD,Australian Democrats,JAMES,Chris,1,33019,ALP,Australian Labor Party,GEORGANAS,Steve,3,1408,69.05
SA,179,Adelaide,33037,AUD,Australian Democrats,JAMES,Chris,1,33027,LP,Liberal,OSBORN,Shaun,5,631,30.95
SA,179,Adelaide,33010,GRN,The Greens,POCOCK,Barbara,2,33019,ALP,Australian Labor Party,GEORGANAS,Steve,3,14657,86.97
SA,179,Adelaide,33010,GRN,The Greens,POCOCK,Barbara,2,33027,LP,Liberal,OSBORN,Shaun,5,2196,13.03
SA,179,Adelaide,33271,AJP,Animal Justice Party,KANGAS,Deanna,4,33019,ALP,Australian Labor Party,GEORGANAS,Steve,3,1958,67.66
SA,179,Adelaide,33271,AJP,Animal Justice Party,KANGAS,Deanna,4,33027,LP,Liberal,OSBORN,Shaun,5,936,32.34
SA,179,Adelaide,33030,UAPP,United Australia Party,REA,Antonio,6,33019,ALP,Australian Labor Party,GEORGANAS,Steve,3,1176,33.8
SA,179,Adelaide,33030,UAPP,United Australia Party,REA,Antonio,6,33027,LP,Liberal,OSBORN,Shaun,5,2303,66.2
SA,180,Barker,0,,,First Preferences,,0,33032,ALP,Australian Labor Party,O'BRIEN,Mat,7,22205,26.64
SA,180,Barker,0,,,First Preferences,,0,33042,LP,Liberal,PASIN,Tony,3,61155,73.36
SA,180,Barker,33029,GRN,The Greens,HILLAM,Rosa,1,33032,ALP,Australian Labor Party,O'BRIEN,Mat,7,4676,64.68
SA,180,Barker,33029,GRN,The Greens,HILLAM,Rosa,1,33042,LP,Liberal,PASIN,Tony,3,2553,35.32
SA,180,Barker,33050,UAPP,United Australia Party,BACHER,Bert,2,33032,ALP,Australian Labor Party,O'BRIEN,Mat,7,1989,31.78
SA,180,Barker,33050,UAPP,United Australia Party,BACHER,Bert,2,33042,LP,Liberal,PASIN,Tony,3,4270,68.22
SA,180,Barker,33437,AJP,Animal Justice Party,ECKERMANN,Karen,4,33032,ALP,Australian Labor Party,O'BRIEN,Mat,7,1572,53.47
SA,180,Barker,33437,AJP,Animal Justice Party,ECKERMANN,Karen,4,33042,LP,Liberal,PASIN,Tony,3,1368,46.53
SA,180,Barker,33036,XEN,Centre Alliance,GLADIGAU,Kelly,5,33032,ALP,Australian Labor Party,O'BRIEN,Mat,7,1554,50.42
SA,180,Barker,33036,XEN,Centre Alliance,GLADIGAU,Kelly,5,33042,LP,Liberal,PASIN,Tony,3,1528,49.58
SA,180,Barker,32271,NP,National Party,HANNEMANN,Miles,6,33032,ALP,Australian Labor Party,O'BRIEN,Mat,7,819,29.29
SA,180,Barker,32271,NP,National Party,HANNEMANN,Miles,6,33042,LP,Liberal,PASIN,Tony,3,1977,70.71
SA,182,Boothby,0,,,First Preferences,,0,33069,ALP,Australian Labor Party,CLANCY,Nadia,6,38297,43.39
SA,182,Boothby,0,,,First Preferences,,0,33109,LP,Liberal,FLINT,Nicolle,5,49973,56.61
SA,182,Boothby,33331,AJP,Animal Justice Party,RUSSELL,Geoff,1,33069,ALP,Australian Labor Party,CLANCY,Nadia,6,1502,56.15
SA,182,Boothby,33331,AJP,Animal Justice Party,RUSSELL,Geoff,1,33109,LP,Liberal,FLINT,Nicolle,5,1173,43.85
SA,182,Boothby,33060,GRN,The Greens,ROZITIS,Stef,2,33069,ALP,Australian Labor Party,CLANCY,Nadia,6,11104,83.97
SA,182,Boothby,33060,GRN,The Greens,ROZITIS,Stef,2,33109,LP,Liberal,FLINT,Nicolle,5,2120,16.03
SA,182,Boothby,33530,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,CHEOK,Adrian David,3,33069,ALP,Australian Labor Party,CLANCY,Nadia,6,212,24.42
SA,182,Boothby,33530,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,CHEOK,Adrian David,3,33109,LP,Liberal,FLINT,Nicolle,5,656,75.58
SA,182,Boothby,33571,RUA,Rise Up Australia Party,WONG,Carol,4,33069,ALP,Australian Labor Party,CLANCY,Nadia,6,250,41.46
SA,182,Boothby,33571,RUA,Rise Up Australia Party,WONG,Carol,4,33109,LP,Liberal,FLINT,Nicolle,5,353,58.54
SA,182,Boothby,33102,UAPP,United Australia Party,SALERNO,Peter,7,33069,ALP,Australian Labor Party,CLANCY,Nadia,6,656,31.33
SA,182,Boothby,33102,UAPP,United Australia Party,SALERNO,Peter,7,33109,LP,Liberal,FLINT,Nicolle,5,1438,68.67
SA,182,Boothby,33586,IND,Independent,JONES,Trevor,8,33069,ALP,Australian Labor Party,CLANCY,Nadia,6,1744,61.34
SA,182,Boothby,33586,IND,Independent,JONES,Trevor,8,33109,LP,Liberal,FLINT,Nicolle,5,1099,38.66
SA,183,Grey,0,,,First Preferences,,0,33099,LP,Liberal,RAMSEY,Rowan,6,52392,68.93
SA,183,Grey,0,,,First Preferences,,0,33438,ALP,Australian Labor Party,BOLTON,Karin,2,23612,31.07
SA,183,Grey,33337,AJP,Animal Justice Party,EDGECOMBE,Jacqui,1,33099,LP,Liberal,RAMSEY,Rowan,6,824,30.73
SA,183,Grey,33337,AJP,Animal Justice Party,EDGECOMBE,Jacqui,1,33438,ALP,Australian Labor Party,BOLTON,Karin,2,1857,69.27
SA,183,Grey,32288,ON,Pauline Hanson's One Nation,STONE,David,3,33099,LP,Liberal,RAMSEY,Rowan,6,5245,58.34
SA,183,Grey,32288,ON,Pauline Hanson's One Nation,STONE,David,3,33438,ALP,Australian Labor Party,BOLTON,Karin,2,3745,41.66
SA,183,Grey,32089,IND,Independent,CARMODY,Richard,4,33099,LP,Liberal,RAMSEY,Rowan,6,869,48.36
SA,183,Grey,32089,IND,Independent,CARMODY,Richard,4,33438,ALP,Australian Labor Party,BOLTON,Karin,2,928,51.64
SA,183,Grey,33100,UAPP,United Australia Party,WARREN,Alexander David,5,33099,LP,Liberal,RAMSEY,Rowan,6,2449,62.94
SA,183,Grey,33100,UAPP,United Australia Party,WARREN,Alexander David,5,33438,ALP,Australian Labor Party,BOLTON,Karin,2,1442,37.06
SA,183,Grey,33094,XEN,Centre Alliance,BROADFOOT,Andrea,7,33099,LP,Liberal,RAMSEY,Rowan,6,2255,42.36
SA,183,Grey,33094,XEN,Centre Alliance,BROADFOOT,Andrea,7,33438,ALP,Australian Labor Party,BOLTON,Karin,2,3069,57.64
SA,183,Grey,33093,GRN,The Greens,CHAMPION,Candace,8,33099,LP,Liberal,RAMSEY,Rowan,6,1470,30.88
SA,183,Grey,33093,GRN,The Greens,CHAMPION,Candace,8,33438,ALP,Australian Labor Party,BOLTON,Karin,2,3290,69.12
SA,185,Hindmarsh,0,,,First Preferences,,0,33108,ALP,Australian Labor Party,BUTLER,Mark,3,46950,53.97
SA,185,Hindmarsh,0,,,First Preferences,,0,33110,LP,Liberal,HALL-EVANS,Jake,5,40039,46.03
SA,185,Hindmarsh,33106,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,VAID,Rajan,1,33108,ALP,Australian Labor Party,BUTLER,Mark,3,1040,50.68
SA,185,Hindmarsh,33106,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,VAID,Rajan,1,33110,LP,Liberal,HALL-EVANS,Jake,5,1012,49.32
SA,185,Hindmarsh,33111,UAPP,United Australia Party,MORRIS,Rose,2,33108,ALP,Australian Labor Party,BUTLER,Mark,3,1857,39.27
SA,185,Hindmarsh,33111,UAPP,United Australia Party,MORRIS,Rose,2,33110,LP,Liberal,HALL-EVANS,Jake,5,2872,60.73
SA,185,Hindmarsh,33323,AJP,Animal Justice Party,KELTY,Alison,4,33108,ALP,Australian Labor Party,BUTLER,Mark,3,2092,64.99
SA,185,Hindmarsh,33323,AJP,Animal Justice Party,KELTY,Alison,4,33110,LP,Liberal,HALL-EVANS,Jake,5,1127,35.01
SA,185,Hindmarsh,33107,GRN,The Greens,FARRELL,Matt,6,33108,ALP,Australian Labor Party,BUTLER,Mark,3,9667,80.79
SA,185,Hindmarsh,33107,GRN,The Greens,FARRELL,Matt,6,33110,LP,Liberal,HALL-EVANS,Jake,5,2299,19.21
SA,186,Kingston,0,,,First Preferences,,0,33098,ALP,Australian Labor Party,RISHWORTH,Amanda,1,53655,61.46
SA,186,Kingston,0,,,First Preferences,,0,33101,LP,Liberal,CURRAN,Laura,2,33650,38.54
SA,186,Kingston,33092,GRN,The Greens,MORTIER,Nikki,3,33098,ALP,Australian Labor Party,RISHWORTH,Amanda,1,7852,80.42
SA,186,Kingston,33092,GRN,The Greens,MORTIER,Nikki,3,33101,LP,Liberal,CURRAN,Laura,2,1912,19.58
SA,186,Kingston,33360,AJP,Animal Justice Party,SOMERS,Kellie,4,33098,ALP,Australian Labor Party,RISHWORTH,Amanda,1,2293,61.28
SA,186,Kingston,33360,AJP,Animal Justice Party,SOMERS,Kellie,4,33101,LP,Liberal,CURRAN,Laura,2,1449,38.72
SA,186,Kingston,33104,UAPP,United Australia Party,HOSKIN,Jodie Anne,5,33098,ALP,Australian Labor Party,RISHWORTH,Amanda,1,1908,36.2
SA,186,Kingston,33104,UAPP,United Australia Party,HOSKIN,Jodie Anne,5,33101,LP,Liberal,CURRAN,Laura,2,3362,63.8
SA,187,Makin,0,,,First Preferences,,0,32838,ALP,Australian Labor Party,ZAPPIA,Tony,1,51666,59.56
SA,187,Makin,0,,,First Preferences,,0,33103,LP,Liberal,DAVE,Hemant,2,35087,40.44
SA,187,Makin,33385,AJP,Animal Justice Party,GASTON,Lyn,3,32838,ALP,Australian Labor Party,ZAPPIA,Tony,1,2424,62.7
SA,187,Makin,33385,AJP,Animal Justice Party,GASTON,Lyn,3,33103,LP,Liberal,DAVE,Hemant,2,1442,37.3
SA,187,Makin,32793,GRN,The Greens,STEWART,Stephanie,4,32838,ALP,Australian Labor Party,ZAPPIA,Tony,1,7098,77.06
SA,187,Makin,32793,GRN,The Greens,STEWART,Stephanie,4,33103,LP,Liberal,DAVE,Hemant,2,2113,22.94
