2016 Federal Election House of Representatives Two Candidate Preferred By Candidate By Polling Place [Please Note: These results are not final. Event:20499 Phase:PostElection Generated:2016-08-06T21:18:43 Cycle:13e027fe-df5b-41f3-b4d7-180e86efa18d Created:2016-08-06T21:15:30 Environment:PROD Site:CDC Server:DB01 Version:10.4.37.36662]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
NSW,106,Berowra,132,Mount Kuring-Gai,28564,LEESER,Julian,1,Y,N,LP,Liberal,743,-7.23
NSW,106,Berowra,132,Mount Kuring-Gai,28927,ANDREWS,Josh,2,N,N,ALP,Labor,528,7.23
NSW,106,Berowra,1848,Mowll,28564,LEESER,Julian,1,Y,N,LP,Liberal,369,2.23
NSW,106,Berowra,1848,Mowll,28927,ANDREWS,Josh,2,N,N,ALP,Labor,87,-2.23
NSW,106,Berowra,1850,Murray Farm,28564,LEESER,Julian,1,Y,N,LP,Liberal,1516,0.48
NSW,106,Berowra,1850,Murray Farm,28927,ANDREWS,Josh,2,N,N,ALP,Labor,758,-0.48
NSW,106,Berowra,79812,Normanhurst (Berowra),28564,LEESER,Julian,1,Y,N,LP,Liberal,523,-4.39
NSW,106,Berowra,79812,Normanhurst (Berowra),28927,ANDREWS,Josh,2,N,N,ALP,Labor,371,4.39
NSW,106,Berowra,135,Normanhurst West,28564,LEESER,Julian,1,Y,N,LP,Liberal,1160,-3.2
NSW,106,Berowra,135,Normanhurst West,28927,ANDREWS,Josh,2,N,N,ALP,Labor,884,3.2
NSW,106,Berowra,33781,Oakhill Drive,28564,LEESER,Julian,1,Y,N,LP,Liberal,2010,-2.02
NSW,106,Berowra,33781,Oakhill Drive,28927,ANDREWS,Josh,2,N,N,ALP,Labor,883,2.02
NSW,106,Berowra,136,Pennant Hills,28564,LEESER,Julian,1,Y,N,LP,Liberal,1693,-2.55
NSW,106,Berowra,136,Pennant Hills,28927,ANDREWS,Josh,2,N,N,ALP,Labor,1148,2.55
NSW,106,Berowra,56586,Samuel Gilbert (Berowra),28564,LEESER,Julian,1,Y,N,LP,Liberal,426,-0.5
NSW,106,Berowra,56586,Samuel Gilbert (Berowra),28927,ANDREWS,Josh,2,N,N,ALP,Labor,136,0.5
NSW,106,Berowra,33598,Special Hospital Team 1,28564,LEESER,Julian,1,Y,N,LP,Liberal,162,-3.85
NSW,106,Berowra,33598,Special Hospital Team 1,28927,ANDREWS,Josh,2,N,N,ALP,Labor,53,3.85
NSW,106,Berowra,14020,Sydney (Berowra),28564,LEESER,Julian,1,Y,N,LP,Liberal,57,-10.71
NSW,106,Berowra,14020,Sydney (Berowra),28927,ANDREWS,Josh,2,N,N,ALP,Labor,60,10.71
NSW,106,Berowra,1855,Thompsons Corner,28564,LEESER,Julian,1,Y,N,LP,Liberal,1496,-2.91
NSW,106,Berowra,1855,Thompsons Corner,28927,ANDREWS,Josh,2,N,N,ALP,Labor,761,2.91
NSW,106,Berowra,56576,Thornleigh,28564,LEESER,Julian,1,Y,N,LP,Liberal,657,0.12
NSW,106,Berowra,56576,Thornleigh,28927,ANDREWS,Josh,2,N,N,ALP,Labor,429,-0.12
NSW,106,Berowra,33118,West Pennant Hills,28564,LEESER,Julian,1,Y,N,LP,Liberal,803,-4.66
NSW,106,Berowra,33118,West Pennant Hills,28927,ANDREWS,Josh,2,N,N,ALP,Labor,402,4.66
NSW,106,Berowra,65184,West Ryde BEROWRA PPVC,28564,LEESER,Julian,1,Y,N,LP,Liberal,201,-3.73
NSW,106,Berowra,65184,West Ryde BEROWRA PPVC,28927,ANDREWS,Josh,2,N,N,ALP,Labor,101,3.73
NSW,106,Berowra,148,Westleigh,28564,LEESER,Julian,1,Y,N,LP,Liberal,2048,-2.45
NSW,106,Berowra,148,Westleigh,28927,ANDREWS,Josh,2,N,N,ALP,Labor,1203,2.45
NSW,106,Berowra,33800,Wisemans Ferry,28564,LEESER,Julian,1,Y,N,LP,Liberal,122,-1.93
NSW,106,Berowra,33800,Wisemans Ferry,28927,ANDREWS,Josh,2,N,N,ALP,Labor,39,1.93
NSW,107,Blaxland,2365,Auburn,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1452,6.48
NSW,107,Blaxland,2365,Auburn,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,454,-6.48
NSW,107,Blaxland,2392,Auburn Central,28931,CLARE,Jason,1,Y,Y,ALP,Labor,536,5.31
NSW,107,Blaxland,2392,Auburn Central,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,195,-5.31
NSW,107,Blaxland,2366,Auburn East,28931,CLARE,Jason,1,Y,Y,ALP,Labor,852,11.59
NSW,107,Blaxland,2366,Auburn East,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,388,-11.59
NSW,107,Blaxland,2368,Auburn North,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1219,3.72
NSW,107,Blaxland,2368,Auburn North,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,345,-3.72
NSW,107,Blaxland,2369,Auburn West,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1886,5.93
NSW,107,Blaxland,2369,Auburn West,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,552,-5.93
NSW,107,Blaxland,31455,Bankstown (Blaxland),28931,CLARE,Jason,1,Y,Y,ALP,Labor,1171,7.16
NSW,107,Blaxland,31455,Bankstown (Blaxland),28704,FINDLAY,Felicity,4,N,N,LP,Liberal,305,-7.16
NSW,107,Blaxland,33854,Bankstown BLAXLAND PPVC,28931,CLARE,Jason,1,Y,Y,ALP,Labor,5348,5.65
NSW,107,Blaxland,33854,Bankstown BLAXLAND PPVC,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,2109,-5.65
NSW,107,Blaxland,155,Bankstown Central,28931,CLARE,Jason,1,Y,Y,ALP,Labor,647,10.54
NSW,107,Blaxland,155,Bankstown Central,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,161,-10.54
NSW,107,Blaxland,154,Bankstown East,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1076,5.85
NSW,107,Blaxland,154,Bankstown East,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,352,-5.85
NSW,107,Blaxland,157,Bankstown North,28931,CLARE,Jason,1,Y,Y,ALP,Labor,808,8.3
NSW,107,Blaxland,157,Bankstown North,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,210,-8.3
NSW,107,Blaxland,177,Bankstown West,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1212,10.32
NSW,107,Blaxland,177,Bankstown West,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,435,-10.32
NSW,107,Blaxland,159,Bass Hill,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1424,14.21
NSW,107,Blaxland,159,Bass Hill,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,574,-14.21
NSW,107,Blaxland,162,Bass Hill West,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1734,7.68
NSW,107,Blaxland,162,Bass Hill West,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,1144,-7.68
NSW,107,Blaxland,2370,Berala,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1768,5.1
NSW,107,Blaxland,2370,Berala,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,609,-5.1
NSW,107,Blaxland,2383,Berala South,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1396,4.79
NSW,107,Blaxland,2383,Berala South,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,732,-4.79
NSW,107,Blaxland,2371,Birrong,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1847,8.53
NSW,107,Blaxland,2371,Birrong,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,699,-8.53
NSW,107,Blaxland,2373,Blaxcell,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1438,7.76
NSW,107,Blaxland,2373,Blaxcell,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,405,-7.76
NSW,107,Blaxland,65523,BLV Blaxland PPVC,28931,CLARE,Jason,1,Y,Y,ALP,Labor,11,36.46
NSW,107,Blaxland,65523,BLV Blaxland PPVC,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,3,-36.46
NSW,107,Blaxland,2375,Chester Hill,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1461,9.58
NSW,107,Blaxland,2375,Chester Hill,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,501,-9.58
NSW,107,Blaxland,160,Chester Hill Central,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1148,11.13
NSW,107,Blaxland,160,Chester Hill Central,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,366,-11.13
NSW,107,Blaxland,2376,Chester Hill North,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1525,7.44
NSW,107,Blaxland,2376,Chester Hill North,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,588,-7.44
NSW,107,Blaxland,167,Condell Park,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1940,8.14
NSW,107,Blaxland,167,Condell Park,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,1010,-8.14
NSW,107,Blaxland,33117,Condell Park North,28931,CLARE,Jason,1,Y,Y,ALP,Labor,502,8.59
NSW,107,Blaxland,33117,Condell Park North,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,345,-8.59
NSW,107,Blaxland,168,Condell Park South,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1343,7.66
NSW,107,Blaxland,168,Condell Park South,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,472,-7.66
NSW,107,Blaxland,30098,Divisional Office (PREPOLL),28931,CLARE,Jason,1,Y,Y,ALP,Labor,53,7.64
NSW,107,Blaxland,30098,Divisional Office (PREPOLL),28704,FINDLAY,Felicity,4,N,N,LP,Liberal,21,-7.64
NSW,107,Blaxland,65264,Fairfield BLAXLAND PPVC,28931,CLARE,Jason,1,Y,Y,ALP,Labor,419,11.85
NSW,107,Blaxland,65264,Fairfield BLAXLAND PPVC,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,129,-11.85
NSW,107,Blaxland,169,Georges Hall,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1447,8.54
NSW,107,Blaxland,169,Georges Hall,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,945,-8.54
NSW,107,Blaxland,46624,Granville East (Blaxland),28931,CLARE,Jason,1,Y,Y,ALP,Labor,225,16.2
NSW,107,Blaxland,46624,Granville East (Blaxland),28704,FINDLAY,Felicity,4,N,N,LP,Liberal,59,-16.2
NSW,107,Blaxland,2380,Granville South (Blaxland),28931,CLARE,Jason,1,Y,Y,ALP,Labor,151,13.99
NSW,107,Blaxland,2380,Granville South (Blaxland),28704,FINDLAY,Felicity,4,N,N,LP,Liberal,65,-13.99
NSW,107,Blaxland,2390,Guildford South,28931,CLARE,Jason,1,Y,Y,ALP,Labor,652,15.13
NSW,107,Blaxland,2390,Guildford South,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,308,-15.13
NSW,107,Blaxland,79934,Lidcombe (Blaxland),28931,CLARE,Jason,1,Y,Y,ALP,Labor,229,1.37
NSW,107,Blaxland,79934,Lidcombe (Blaxland),28704,FINDLAY,Felicity,4,N,N,LP,Liberal,128,-1.37
NSW,107,Blaxland,65744,Lidcombe BLAXLAND PPVC,28931,CLARE,Jason,1,Y,Y,ALP,Labor,2712,2.97
NSW,107,Blaxland,65744,Lidcombe BLAXLAND PPVC,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,1563,-2.97
NSW,107,Blaxland,79935,Lidcombe South (Blaxland),28931,CLARE,Jason,1,Y,Y,ALP,Labor,359,5.2
NSW,107,Blaxland,79935,Lidcombe South (Blaxland),28704,FINDLAY,Felicity,4,N,N,LP,Liberal,207,-5.2
NSW,107,Blaxland,174,Milperra,28931,CLARE,Jason,1,Y,Y,ALP,Labor,937,9.63
NSW,107,Blaxland,174,Milperra,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,1122,-9.63
NSW,107,Blaxland,66017,Parramatta BLAXLAND PPVC,28931,CLARE,Jason,1,Y,Y,ALP,Labor,408,8.59
NSW,107,Blaxland,66017,Parramatta BLAXLAND PPVC,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,203,-8.59
NSW,107,Blaxland,2391,Regents Park,28931,CLARE,Jason,1,Y,Y,ALP,Labor,715,1.88
NSW,107,Blaxland,2391,Regents Park,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,277,-1.88
NSW,107,Blaxland,79866,Revesby North (Blaxland),28931,CLARE,Jason,1,Y,Y,ALP,Labor,280,6.08
NSW,107,Blaxland,79866,Revesby North (Blaxland),28704,FINDLAY,Felicity,4,N,N,LP,Liberal,168,-6.08
NSW,107,Blaxland,2393,Sefton,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1486,8.71
NSW,107,Blaxland,2393,Sefton,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,658,-8.71
NSW,107,Blaxland,2394,Silverwater (Blaxland),28931,CLARE,Jason,1,Y,Y,ALP,Labor,454,12.73
NSW,107,Blaxland,2394,Silverwater (Blaxland),28704,FINDLAY,Felicity,4,N,N,LP,Liberal,143,-12.73
NSW,107,Blaxland,33600,Special Hospital Team 1,28931,CLARE,Jason,1,Y,Y,ALP,Labor,36,-12.42
NSW,107,Blaxland,33600,Special Hospital Team 1,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,53,12.42
NSW,107,Blaxland,82562,Special Hospital Team 2,28931,CLARE,Jason,1,Y,Y,ALP,Labor,21,-1.53
NSW,107,Blaxland,82562,Special Hospital Team 2,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,20,1.53
NSW,107,Blaxland,82575,Special Hospital Team 3,28931,CLARE,Jason,1,Y,Y,ALP,Labor,35,28.14
NSW,107,Blaxland,82575,Special Hospital Team 3,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,8,-28.14
NSW,107,Blaxland,82576,Special Hospital Team 4,28931,CLARE,Jason,1,Y,Y,ALP,Labor,31,35.31
NSW,107,Blaxland,82576,Special Hospital Team 4,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,4,-35.31
NSW,107,Blaxland,32339,Sydney (Blaxland),28931,CLARE,Jason,1,Y,Y,ALP,Labor,74,16.89
NSW,107,Blaxland,32339,Sydney (Blaxland),28704,FINDLAY,Felicity,4,N,N,LP,Liberal,27,-16.89
NSW,107,Blaxland,2396,Villawood East,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1025,12.16
NSW,107,Blaxland,2396,Villawood East,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,187,-12.16
NSW,107,Blaxland,180,Yagoona,28931,CLARE,Jason,1,Y,Y,ALP,Labor,1560,10.8
NSW,107,Blaxland,180,Yagoona,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,443,-10.8
NSW,107,Blaxland,182,Yagoona West,28931,CLARE,Jason,1,Y,Y,ALP,Labor,819,10.64
NSW,107,Blaxland,182,Yagoona West,28704,FINDLAY,Felicity,4,N,N,LP,Liberal,325,-10.64
NSW,108,Bradfield,115,Asquith (Bradfield),28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,652,-0.13
NSW,108,Bradfield,115,Asquith (Bradfield),28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,496,0.13
NSW,108,Bradfield,65455,BLV Bradfield PPVC,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,11,-7.74
NSW,108,Bradfield,65455,BLV Bradfield PPVC,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,8,7.73
NSW,108,Bradfield,2011,Castle Cove,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1260,1.81
NSW,108,Bradfield,2011,Castle Cove,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,355,-1.81
NSW,108,Bradfield,79987,Chatswood (Bradfield),28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,836,-2.76
NSW,108,Bradfield,79987,Chatswood (Bradfield),28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,505,2.76
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,2411,1.48
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,1042,-1.48
NSW,108,Bradfield,56721,Chatswood West (Bradfield),28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,628,6
NSW,108,Bradfield,56721,Chatswood West (Bradfield),28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,374,-6
NSW,108,Bradfield,30099,Divisional Office (PREPOLL),28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,84,73.68
NSW,108,Bradfield,30099,Divisional Office (PREPOLL),28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,30,26.32
NSW,108,Bradfield,194,Gordon,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1527,1.3
NSW,108,Bradfield,194,Gordon,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,642,-1.3
NSW,108,Bradfield,195,Gordon East,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1351,0.47
NSW,108,Bradfield,195,Gordon East,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,584,-0.47
NSW,108,Bradfield,33948,Gordon PPVC,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,4644,-0.89
NSW,108,Bradfield,33948,Gordon PPVC,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,1422,0.89
NSW,108,Bradfield,196,Gordon West,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1083,-0.67
NSW,108,Bradfield,196,Gordon West,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,508,0.67
NSW,108,Bradfield,43833,Hornsby (Bradfield),28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,197,-3.65
NSW,108,Bradfield,43833,Hornsby (Bradfield),28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,179,3.65
NSW,108,Bradfield,65110,Hornsby BRADFIELD PPVC,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1899,-2.74
NSW,108,Bradfield,65110,Hornsby BRADFIELD PPVC,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,1044,2.74
NSW,108,Bradfield,127,Hornsby Central (Bradfield),28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1047,-2.28
NSW,108,Bradfield,127,Hornsby Central (Bradfield),28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,833,2.28
NSW,108,Bradfield,33771,Hornsby East,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,398,-2.57
NSW,108,Bradfield,33771,Hornsby East,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,383,2.57
NSW,108,Bradfield,82528,Hornsby West (Bradfield),28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,337,-5.65
NSW,108,Bradfield,82528,Hornsby West (Bradfield),28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,257,5.65
NSW,108,Bradfield,198,Killara,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,983,0.47
NSW,108,Bradfield,198,Killara,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,318,-0.47
NSW,108,Bradfield,199,Killara East,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1194,1.62
NSW,108,Bradfield,199,Killara East,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,466,-1.62
NSW,108,Bradfield,129,Kissing Point,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,558,-0.99
NSW,108,Bradfield,129,Kissing Point,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,310,0.99
NSW,108,Bradfield,201,Lindfield,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1016,1.73
NSW,108,Bradfield,201,Lindfield,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,346,-1.73
NSW,108,Bradfield,202,Lindfield East,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1266,-3.05
NSW,108,Bradfield,202,Lindfield East,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,538,3.05
NSW,108,Bradfield,203,Lindfield North,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1841,1.97
NSW,108,Bradfield,203,Lindfield North,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,885,-1.97
NSW,108,Bradfield,204,Lindfield West,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1692,-0.99
NSW,108,Bradfield,204,Lindfield West,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,704,0.99
NSW,108,Bradfield,133,Normanhurst (Bradfield),28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,791,3.49
NSW,108,Bradfield,133,Normanhurst (Bradfield),28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,401,-3.49
NSW,108,Bradfield,206,Pymble,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,924,-1.17
NSW,108,Bradfield,206,Pymble,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,326,1.17
NSW,108,Bradfield,137,Pymble North,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1842,1.04
NSW,108,Bradfield,137,Pymble North,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,504,-1.04
NSW,108,Bradfield,207,Pymble West,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1395,-0.46
NSW,108,Bradfield,207,Pymble West,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,654,0.46
NSW,108,Bradfield,208,Roseville,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,808,1.86
NSW,108,Bradfield,208,Roseville,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,319,-1.86
NSW,108,Bradfield,210,Roseville East,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1172,3.27
NSW,108,Bradfield,210,Roseville East,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,398,-3.27
NSW,108,Bradfield,2032,Roseville South,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,759,1.49
NSW,108,Bradfield,2032,Roseville South,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,325,-1.49
NSW,108,Bradfield,33599,Special Hospital Team 1,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,256,0.05
NSW,108,Bradfield,33599,Special Hospital Team 1,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,63,-0.05
NSW,108,Bradfield,33804,Special Hospital Team 2,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,248,6.91
NSW,108,Bradfield,33804,Special Hospital Team 2,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,37,-6.91
NSW,108,Bradfield,33805,Special Hospital Team 3,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,252,1.63
NSW,108,Bradfield,33805,Special Hospital Team 3,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,56,-1.63
NSW,108,Bradfield,211,St Ives,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1388,-0.09
NSW,108,Bradfield,211,St Ives,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,373,0.09
NSW,108,Bradfield,212,St Ives Chase,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,813,0.85
NSW,108,Bradfield,212,St Ives Chase,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,221,-0.85
NSW,108,Bradfield,213,St Ives North,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1600,-2.25
NSW,108,Bradfield,213,St Ives North,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,457,2.25
NSW,108,Bradfield,188,St Ives Park,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1482,-0.12
NSW,108,Bradfield,188,St Ives Park,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,365,0.12
NSW,108,Bradfield,214,St Ives South,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1748,0.69
NSW,108,Bradfield,214,St Ives South,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,515,-0.69
NSW,108,Bradfield,31029,Sydney (Bradfield),28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,96,4.24
NSW,108,Bradfield,31029,Sydney (Bradfield),28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,68,-4.24
NSW,108,Bradfield,140,Turramurra Central,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1135,-0.24
NSW,108,Bradfield,140,Turramurra Central,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,350,0.24
NSW,108,Bradfield,141,Turramurra North,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1871,-1.37
NSW,108,Bradfield,141,Turramurra North,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,632,1.37
NSW,108,Bradfield,142,Turramurra South,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1720,-2.46
NSW,108,Bradfield,142,Turramurra South,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,894,2.46
NSW,108,Bradfield,130,Turramurra Valley,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,228,-3
NSW,108,Bradfield,130,Turramurra Valley,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,57,3
NSW,108,Bradfield,143,Wahroonga,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1590,1.3
NSW,108,Bradfield,143,Wahroonga,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,449,-1.3
NSW,108,Bradfield,144,Wahroonga East,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,2075,-0.57
NSW,108,Bradfield,144,Wahroonga East,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,648,0.57
NSW,108,Bradfield,145,Waitara,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,938,0.12
NSW,108,Bradfield,145,Waitara,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,549,-0.12
NSW,108,Bradfield,125,Waitara North,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,552,3.53
NSW,108,Bradfield,125,Waitara North,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,316,-3.53
NSW,108,Bradfield,147,Warrawee,28565,FLETCHER,Paul,3,Y,Y,LP,Liberal,1643,-2.28
NSW,108,Bradfield,147,Warrawee,28881,GOMPERTZ,Katie,6,N,N,ALP,Labor,811,2.28
NSW,109,Calare,219,Barry,29294,GEE,Andrew,2,Y,N,NP,The Nationals,127,2.05
NSW,109,Calare,219,Barry,28915,JENNINGS,Jess,7,N,N,ALP,Labor,40,-2.05
NSW,109,Calare,220,Bathurst,29294,GEE,Andrew,2,Y,N,NP,The Nationals,694,-4.54
NSW,109,Calare,220,Bathurst,28915,JENNINGS,Jess,7,N,N,ALP,Labor,683,4.54
NSW,109,Calare,221,Bathurst Central,29294,GEE,Andrew,2,Y,N,NP,The Nationals,633,-0.47
NSW,109,Calare,221,Bathurst Central,28915,JENNINGS,Jess,7,N,N,ALP,Labor,515,0.47
NSW,109,Calare,31071,Bathurst City,29294,GEE,Andrew,2,Y,N,NP,The Nationals,700,-5.17
NSW,109,Calare,31071,Bathurst City,28915,JENNINGS,Jess,7,N,N,ALP,Labor,640,5.17
NSW,109,Calare,223,Bathurst High,29294,GEE,Andrew,2,Y,N,NP,The Nationals,387,0.92
NSW,109,Calare,223,Bathurst High,28915,JENNINGS,Jess,7,N,N,ALP,Labor,352,-0.92
NSW,109,Calare,224,Bathurst Hospital,29294,GEE,Andrew,2,Y,N,NP,The Nationals,214,-7.25
NSW,109,Calare,224,Bathurst Hospital,28915,JENNINGS,Jess,7,N,N,ALP,Labor,217,7.25
